ID,ID,Genre List
539,19827,"[['Action', 'Adventure', 'Comedy', 'Mystery']]"
540,10632,"[['Drama', 'Action', 'Thriller', 'Crime']]"
541,1792,[['Comedy']]
542,10782,"[['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']]"
543,5653,"[['Drama', 'History']]"
544,10922,"[['Drama', 'Romance']]"
545,11775,"[['Crime', 'Comedy', 'Romance']]"
546,7270,"[['Comedy', 'Drama', 'Crime', 'Thriller']]"
547,11817,"[['Action', 'Comedy', 'Fantasy']]"
548,9341,"[['Action', 'Thriller', 'Adventure', 'Science Fiction']]"
549,616,"[['Drama', 'Action', 'War']]"
550,1996,"[['Action', 'Adventure', 'Fantasy', 'Thriller']]"
551,7288,[['Comedy']]
552,9616,"[['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']]"
553,9839,"[['Drama', 'Romance', 'Adventure', 'War']]"
554,9567,"[['War', 'Action', 'Drama']]"
555,12146,"[['Thriller', 'Western', 'Adventure']]"
556,14411,"[['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']]"
557,6171,"[['Drama', 'Horror', 'Science Fiction', 'Thriller']]"
558,10159,"[['Adventure', 'Action', 'Comedy', 'Thriller']]"
559,10009,"[['Adventure', 'Animation', 'Family']]"
560,16072,"[['Drama', 'History', 'War']]"
561,11375,"[['Action', 'Adventure', 'Comedy', 'Thriller']]"
562,8046,"[['Comedy', 'Crime', 'Drama', 'Romance']]"
563,296,"[['Action', 'Thriller', 'Science Fiction']]"
564,10601,"[['Adventure', 'Fantasy', 'Family']]"
565,8619,"[['Adventure', 'Drama', 'War']]"
566,10715,"[['Animation', 'Comedy', 'Family']]"
567,9562,"[['Action', 'Adventure', 'Science Fiction']]"
568,809,"[['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure', 'Romance']]"
569,693,"[['Comedy', 'Romance']]"
570,102382,"[['Action', 'Adventure', 'Fantasy']]"
571,9806,"[['Action', 'Adventure', 'Animation', 'Family']]"
572,673,"[['Adventure', 'Fantasy']]"
573,2502,"[['Action', 'Drama', 'Thriller']]"
574,465086,"[['Horror', 'Mystery']]"
575,9472,[['Comedy']]
576,10555,"[['Animation', 'Action', 'Comedy', 'Family']]"
577,2059,"[['Adventure', 'Action', 'Thriller', 'Mystery']]"
578,70,[['Drama']]
579,10625,[['Comedy']]
580,435,"[['Action', 'Adventure', 'Science Fiction', 'Thriller']]"
581,8699,[['Comedy']]
582,9675,"[['Comedy', 'Drama', 'Romance']]"
583,11836,"[['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Action']]"
584,11130,"[['Comedy', 'Drama', 'Family', 'Romance']]"
585,176,"[['Horror', 'Mystery', 'Crime']]"
586,1067282,"[['Action', 'Animation', 'Fantasy']]"
587,11036,"[['Romance', 'Drama']]"
588,1640,[['Drama']]
589,5966,"[['Comedy', 'Romance']]"
590,1824,"[['Comedy', 'Romance']]"
591,1954,"[['Science Fiction', 'Thriller']]"
592,8193,[['Comedy']]
593,10762,"[['Comedy', 'Action', 'Adventure', 'Thriller']]"
594,14292,"[['Drama', 'History']]"
595,393,"[['Action', 'Crime', 'Thriller']]"
596,1538,"[['Drama', 'Crime', 'Thriller']]"
597,1677,"[['Drama', 'Music']]"
598,21301,"[['Comedy', 'Drama']]"
599,12153,"[['Comedy', 'Crime']]"
600,924,"[['Horror', 'Action']]"
601,11247,"[['Comedy', 'Family', 'Romance']]"
602,14114,"[['Music', 'Drama']]"
603,13416,[['Drama']]
604,9384,"[['Comedy', 'Crime']]"
605,866,[['Drama']]
606,8920,"[['Animation', 'Comedy', 'Family']]"
607,10145,"[['Thriller', 'Drama', 'Mystery', 'Science Fiction']]"
608,2048,"[['Action', 'Science Fiction']]"
609,401,"[['Comedy', 'Drama', 'Romance']]"
610,5255,"[['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']]"
611,15045,"[['Comedy', 'Family', 'Fantasy']]"
612,395,"[['Adventure', 'Science Fiction', 'Action', 'Horror']]"
613,10096,"[['Comedy', 'Fantasy', 'Romance']]"
614,1901,"[['Comedy', 'Drama', 'Romance']]"
615,11128,"[['Drama', 'Action', 'Thriller']]"
616,594,"[['Comedy', 'Drama']]"
617,163,"[['Thriller', 'Crime']]"
618,38,"[['Science Fiction', 'Drama', 'Romance']]"
619,11132,[['Comedy']]
620,13673,"[['Comedy', 'Family']]"
621,11237,"[['Adventure', 'Action', 'Horror']]"
622,11045,"[['Action', 'Comedy', 'Thriller', 'Crime']]"
623,285205,"[['Comedy', 'Drama']]"
624,1586,"[['Mystery', 'Thriller']]"
625,9509,"[['Action', 'Drama', 'Thriller']]"
626,4380,"[['Drama', 'Romance', 'Comedy']]"
627,9759,"[['Action', 'Thriller']]"
628,2288,"[['Drama', 'Romance']]"
629,1577,"[['Horror', 'Action', 'Science Fiction']]"
630,767,"[['Adventure', 'Fantasy']]"
631,11249,"[['Comedy', 'Horror', 'Thriller']]"
632,5516,"[['Comedy', 'Crime', 'Thriller']]"
633,11024,"[['Mystery', 'Fantasy', 'Adventure', 'Comedy']]"
634,13193,[['Comedy']]
635,80,"[['Drama', 'Romance']]"
636,7220,"[['Action', 'Crime', 'Drama']]"
637,3989,"[['Adventure', 'Action', 'Comedy']]"
638,11358,"[['Adventure', 'Drama', 'Action', 'Thriller']]"
639,14337,"[['Science Fiction', 'Drama', 'Thriller']]"
640,9801,"[['Comedy', 'Romance']]"
641,12281,"[['Crime', 'Drama']]"
642,3933,"[['Romance', 'Fantasy', 'Animation']]"
643,9893,"[['Family', 'Comedy']]"
644,11184,[['Drama']]
645,15237,"[['Drama', 'Music']]"
646,12657,"[['Romance', 'Comedy']]"
647,17047,"[['Comedy', 'Action', 'Adventure', 'Family', 'Romance']]"
648,540,"[['Action', 'Comedy', 'Romance']]"
649,11217,"[['Comedy', 'Horror']]"
650,1944,[['Drama']]
651,4553,"[['Thriller', 'Drama']]"
652,15644,"[['Action', 'Drama', 'Thriller']]"
653,14024,"[['Music', 'Drama', 'Romance']]"
654,13476,"[['Comedy', 'Romance']]"
655,18923,"[['Drama', 'Romance']]"
656,456740,"[['Fantasy', 'Horror', 'Action', 'Adventure']]"
657,11632,"[['Drama', 'Romance']]"
658,1599,"[['Comedy', 'Romance']]"
659,9352,[['Comedy']]
660,2567,[['Drama']]
661,14442,"[['Family', 'Fantasy', 'Comedy']]"
662,16232,"[['Comedy', 'Drama']]"
663,9541,"[['Comedy', 'Romance', 'Drama']]"
664,18701,"[['Comedy', 'Drama', 'Romance']]"
665,10591,"[['Comedy', 'Romance']]"
666,11058,"[['Drama', 'Horror', 'Science Fiction', 'Thriller']]"
667,31117,"[['Comedy', 'Family']]"
668,14844,"[['Comedy', 'Romance']]"
669,10677,"[['Drama', 'Romance']]"
670,11081,"[['Crime', 'Thriller']]"
671,4599,"[['Drama', 'Comedy', 'Romance']]"
672,36648,"[['Action', 'Horror', 'Fantasy']]"
673,13702,[['Comedy']]
674,11823,"[['Comedy', 'Romance']]"
675,14462,"[['Drama', 'Thriller', 'Mystery']]"
676,14846,"[['Comedy', 'Romance', 'Drama']]"
677,11169,"[['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']]"
678,10740,"[['Drama', 'Mystery', 'Romance']]"
679,16784,[['Comedy']]
680,11025,[['Comedy']]
681,6478,"[['Drama', 'Music']]"
682,11208,"[['Drama', 'Mystery', 'Romance', 'Thriller']]"
683,8080,"[['Crime', 'Thriller']]"
684,10718,[['Action']]
685,13969,"[['Family', 'Comedy', 'Drama', 'Romance']]"
686,11774,"[['Adventure', 'Comedy', 'Family']]"
687,16617,"[['Mystery', 'Thriller', 'Crime']]"
688,2122,"[['Comedy', 'Thriller', 'Crime']]"
689,11866,"[['Action', 'Adventure', 'Drama', 'Thriller']]"
690,13572,"[['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']]"
691,421,"[['Adventure', 'Comedy', 'Drama']]"
692,11162,"[['Drama', 'Romance']]"
693,10710,[['Comedy']]
694,13505,"[['Comedy', 'Crime']]"
695,9890,"[['Comedy', 'Science Fiction', 'Horror', 'Thriller']]"
696,10589,"[['Action', 'Comedy', 'Crime', 'Drama']]"
697,5137,"[['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']]"
698,2023,"[['Western', 'Adventure', 'Action']]"
699,15566,"[['Comedy', 'Romance']]"
700,2539,[['Comedy']]
701,11026,"[['Horror', 'Mystery', 'Thriller']]"
702,7131,"[['Horror', 'Adventure', 'Action']]"
703,652,"[['Adventure', 'History', 'War', 'Action']]"
704,12634,"[['Comedy', 'Crime']]"
705,8849,"[['Comedy', 'Drama', 'Romance']]"
706,2789,"[['Action', 'Science Fiction']]"
707,14623,"[['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']]"
708,314,"[['Action', 'Fantasy', 'Mystery', 'Crime']]"
709,13700,"[['Animation', 'Family']]"
710,9477,"[['Adventure', 'War', 'History', 'Action']]"
711,11209,[['Western']]
712,10204,"[['Action', 'Adventure', 'Comedy']]"
713,1966,"[['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']]"
714,1895,"[['Adventure', 'Action', 'Science Fiction']]"
715,9522,"[['Comedy', 'Romance']]"
716,674,"[['Adventure', 'Fantasy', 'Family']]"
717,411,"[['Adventure', 'Family', 'Fantasy']]"
718,8488,"[['Comedy', 'Drama', 'Romance']]"
719,74,"[['Adventure', 'Thriller', 'Science Fiction']]"
720,69,"[['Drama', 'Music', 'Romance']]"
721,6957,"[['Comedy', 'Romance']]"
722,215,[['Horror']]
723,357940,"[['Crime', 'Action', 'Drama']]"
724,9291,[['Comedy']]
725,142,"[['Drama', 'Romance']]"
726,10022,"[['Comedy', 'Family', 'Action']]"
727,272,"[['Action', 'Crime', 'Drama']]"
728,118,"[['Adventure', 'Comedy', 'Family', 'Fantasy']]"
729,8643,"[['Crime', 'Drama', 'Horror', 'Thriller']]"
730,166424,"[['Action', 'Adventure', 'Science Fiction']]"
731,9928,"[['Animation', 'Comedy', 'Family', 'Science Fiction']]"
732,11637,"[['Family', 'Adventure', 'Comedy', 'Romance']]"
733,744594,"[['Comedy', 'Drama', 'Science Fiction']]"
734,10065,[['Horror']]
735,16186,"[['Drama', 'Romance', 'Comedy']]"
736,1690,[['Horror']]
737,9043,"[['Comedy', 'Drama', 'Romance']]"
738,4379,"[['Romance', 'Comedy']]"
739,7214,"[['Drama', 'History']]"
740,9315,"[['Thriller', 'Drama', 'Mystery']]"
741,187,"[['Thriller', 'Action', 'Crime']]"
742,11638,"[['Comedy', 'Romance']]"
743,11460,"[['Thriller', 'Mystery']]"
744,10982,"[['Animation', 'Comedy', 'Family', 'Crime']]"
745,6519,"[['Comedy', 'Adventure', 'Action']]"
746,8292,"[['Action', 'Crime']]"
747,11459,"[['Adventure', 'Comedy', 'Family']]"
748,8968,"[['Thriller', 'Horror', 'Drama', 'Mystery']]"
749,10320,"[['Drama', 'Horror', 'Thriller']]"
750,533,"[['Adventure', 'Animation', 'Comedy', 'Family']]"
751,3291,"[['Drama', 'History']]"
752,9641,"[['Comedy', 'Family', 'Adventure']]"
753,11283,"[['Fantasy', 'Comedy', 'Family']]"
754,398,"[['Crime', 'Drama']]"
755,11096,"[['Horror', 'Mystery']]"
756,6439,"[['Comedy', 'Family']]"
757,705861,"[['Drama', 'Comedy']]"
758,17880,"[['Family', 'Comedy', 'Drama']]"
759,9388,"[['Comedy', 'Drama']]"
760,6961,"[['Comedy', 'Romance']]"
761,752,"[['Action', 'Thriller', 'Science Fiction']]"
762,11451,"[['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']]"
763,9779,"[['Drama', 'Comedy']]"
764,8999,"[['Drama', 'Thriller']]"
765,11648,"[['Romance', 'Comedy']]"
766,3933,"[['Romance', 'Fantasy', 'Animation']]"
767,7553,[['Comedy']]
768,11431,"[['Comedy', 'Drama', 'Romance']]"
769,791,"[['Horror', 'Thriller']]"
770,9335,"[['Action', 'Thriller', 'Crime']]"
771,254,"[['Adventure', 'Drama', 'Action']]"
772,4348,"[['Drama', 'Romance']]"
773,7552,[['Comedy']]
774,1696,"[['Drama', 'Horror', 'Crime']]"
775,62720,"[['Mystery', 'Thriller']]"
776,1985,"[['Drama', 'Mystery', 'Thriller']]"
777,13499,"[['Comedy', 'Family', 'Romance']]"
778,116,"[['Drama', 'Thriller', 'Crime', 'Romance']]"
779,546,[['Drama']]
780,227199,"[['Drama', 'Thriller']]"
781,11354,"[['Comedy', 'Drama']]"
782,15648,"[['Comedy', 'Drama', 'Family', 'Romance']]"
783,10707,"[['Comedy', 'Drama']]"
784,11683,"[['Horror', 'Thriller', 'Science Fiction']]"
785,9913,"[['Drama', 'Horror', 'Mystery', 'Thriller']]"
786,308,"[['Comedy', 'Drama', 'Mystery', 'Romance']]"
787,10040,"[['Action', 'Comedy']]"
788,4551,"[['Comedy', 'Crime']]"
789,10008,"[['Horror', 'Thriller', 'Mystery']]"
790,1382,"[['Comedy', 'Drama']]"
791,1444,"[['Comedy', 'Drama']]"
792,9270,"[['Drama', 'Mystery']]"
793,9687,[['Comedy']]
794,7873,"[['Crime', 'Drama', 'Thriller', 'Action']]"
795,7453,"[['Adventure', 'Comedy', 'Science Fiction']]"
796,2313,"[['Comedy', 'Drama', 'Romance']]"
797,231,"[['Drama', 'Thriller']]"
798,12920,"[['Drama', 'Family']]"
799,11453,[['Comedy']]
800,9515,"[['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']]"
801,2652,"[['Drama', 'Thriller']]"
802,15624,"[['Drama', 'Romance']]"
803,10475,"[['Comedy', 'Drama', 'Romance']]"
804,59,"[['Drama', 'Thriller', 'Crime']]"
805,49046,"[['Drama', 'War', 'History']]"
806,17113,[['Drama']]
807,13341,[['Comedy']]
808,1546,"[['Comedy', 'Drama']]"
809,14517,[['Fantasy']]
810,10070,"[['Action', 'Horror', 'Thriller', 'Comedy']]"
811,9009,"[['Horror', 'Mystery']]"
812,340,"[['Comedy', 'Drama']]"
813,9763,[['Drama']]
814,13919,"[['Comedy', 'Drama']]"
815,9005,"[['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']]"
816,179,"[['Crime', 'Thriller']]"
817,7870,"[['Drama', 'Romance', 'Thriller', 'Western']]"
818,10066,"[['Horror', 'Thriller']]"
819,8976,"[['Comedy', 'Drama', 'Romance']]"
820,10773,"[['Comedy', 'Drama']]"
821,10060,"[['Drama', 'Crime', 'Music']]"
822,25,"[['Drama', 'War']]"
823,6963,"[['Comedy', 'Drama']]"
824,9007,"[['Drama', 'Comedy', 'Romance', 'Fantasy']]"
825,544510,"[['Comedy', 'History']]"
826,8978,[['Thriller']]
827,8053,"[['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']]"
828,15487,[['Drama']]
829,5236,"[['Comedy', 'Crime', 'Mystery', 'Thriller']]"
830,14199,"[['Adventure', 'Family', 'Science Fiction']]"
831,1833,"[['Drama', 'Romance']]"
832,9910,"[['Comedy', 'Crime', 'Drama', 'Thriller']]"
833,9777,"[['Drama', 'Mystery']]"
834,16320,"[['Science Fiction', 'Action', 'Adventure', 'Thriller']]"
835,9787,[['Drama']]
836,1951,[['Drama']]
837,9982,"[['Animation', 'Family', 'Comedy']]"
838,12142,"[['Action', 'Fantasy', 'Horror']]"
839,9042,"[['Action', 'Adventure', 'Horror', 'Thriller']]"
840,14175,"[['Family', 'Animation', 'Adventure', 'Comedy', 'War']]"
841,7233,"[['Comedy', 'Family']]"
842,9701,[['Drama']]
843,11400,"[['Drama', 'History', 'Romance']]"
844,2026,"[['Action', 'Thriller', 'Crime']]"
845,9621,"[['Comedy', 'Drama', 'Romance']]"
846,9947,"[['Action', 'Fantasy', 'Science Fiction']]"
847,10012,"[['Horror', 'Comedy']]"
848,9912,"[['Drama', 'Adventure', 'History']]"
849,13498,"[['Comedy', 'Action']]"
850,10027,"[['Action', 'Crime']]"
851,1947,[['Drama']]
852,9722,"[['Comedy', 'Fantasy', 'Romance']]"
853,168705,"[['Action', 'Fantasy', 'Horror']]"
854,612,"[['Drama', 'Action', 'History', 'Thriller']]"
855,9667,"[['Thriller', 'Mystery', 'Drama', 'Science Fiction', 'Fantasy']]"
856,561,"[['Fantasy', 'Action', 'Horror']]"
857,640146,"[['Adventure', 'Science Fiction', 'Comedy']]"
858,9899,[['Comedy']]
859,1830,"[['Crime', 'Drama', 'Thriller']]"
860,921,"[['Romance', 'Drama', 'History']]"
861,2800,"[['Comedy', 'Romance']]"
862,1904,"[['Drama', 'Romance', 'History']]"
863,1656,"[['Action', 'Adventure', 'Western']]"
864,12700,[['Horror']]
865,11968,"[['Action', 'Thriller', 'Adventure', 'Crime']]"
866,8814,"[['Action', 'Horror', 'Science Fiction']]"
867,6795,"[['Science Fiction', 'Adventure', 'Family']]"
868,9923,"[['Action', 'Crime']]"
869,8066,"[['Mystery', 'Thriller', 'Drama']]"
870,4442,"[['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']]"
871,423453,"[['Adventure', 'Animation', 'Comedy', 'Family']]"
872,10214,"[['Fantasy', 'Comedy', 'Family', 'Adventure']]"
873,10077,"[['Thriller', 'Science Fiction', 'Adventure', 'Action']]"
874,1495,"[['Drama', 'Action', 'Adventure', 'History', 'War']]"
875,11679,"[['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']]"
876,1635,"[['Action', 'Thriller', 'Science Fiction', 'Adventure']]"
877,10048,"[['Science Fiction', 'Action', 'War']]"
878,58,"[['Adventure', 'Fantasy', 'Action']]"
879,1271,"[['Action', 'Adventure', 'War']]"
880,1593,"[['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']]"
881,920,"[['Animation', 'Adventure', 'Comedy', 'Family']]"
882,950,"[['Animation', 'Family', 'Comedy', 'Adventure']]"
883,496,[['Comedy']]
884,1402,[['Drama']]
885,9836,"[['Animation', 'Comedy', 'Family']]"
886,591,"[['Thriller', 'Mystery']]"
887,350,"[['Comedy', 'Drama', 'Romance']]"
888,9718,[['Comedy']]
889,7518,"[['Family', 'Comedy', 'Animation']]"
890,13767,"[['Comedy', 'Family', 'Adventure']]"
891,214,"[['Horror', 'Thriller', 'Crime']]"
892,9767,"[['Romance', 'Comedy']]"
893,16781,"[['Drama', 'Comedy', 'Romance']]"
894,9339,"[['Comedy', 'Drama', 'Fantasy']]"
895,9762,"[['Music', 'Drama', 'Romance', 'Crime']]"
896,773,"[['Comedy', 'Drama']]"
897,1246,[['Drama']]
898,4257,[['Comedy']]
899,9353,"[['Comedy', 'Family']]"
900,388,"[['Crime', 'Drama', 'Thriller']]"
901,1422,"[['Drama', 'Thriller', 'Crime']]"
902,9036,"[['Adventure', 'Drama', 'Family']]"
903,6877,"[['Comedy', 'Romance']]"
904,1125,"[['Drama', 'Music']]"
905,10053,"[['Horror', 'Mystery']]"
906,11565,"[['Comedy', 'Crime']]"
907,806,[['Horror']]
908,9286,"[['Horror', 'Mystery']]"
909,10073,"[['Comedy', 'Romance']]"
910,9957,[['Comedy']]
911,9792,"[['Horror', 'Thriller']]"
912,36668,"[['Adventure', 'Action', 'Science Fiction', 'Thriller']]"
913,10781,"[['Horror', 'Thriller']]"
914,1491,"[['Fantasy', 'Drama', 'Thriller', 'Romance']]"
915,9293,"[['Comedy', 'Romance']]"
916,9530,"[['Family', 'Comedy']]"
917,9907,"[['Animation', 'Comedy', 'Family']]"
918,1819,"[['Comedy', 'Romance']]"
919,2295,[['Comedy']]
920,1975,"[['Horror', 'Thriller']]"
921,7516,"[['Action', 'Comedy', 'Crime', 'Thriller']]"
922,11652,"[['Drama', 'History']]"
923,36557,"[['Adventure', 'Action', 'Thriller']]"
924,9895,"[['Comedy', 'Romance', 'Thriller']]"
925,9829,"[['Drama', 'History', 'Crime', 'Thriller', 'Action']]"
926,9794,"[['Comedy', 'Romance']]"
927,10069,"[['Horror', 'Thriller']]"
928,1948,"[['Action', 'Thriller', 'Crime']]"
929,9655,"[['Comedy', 'Drama', 'Romance']]"
930,9788,[['Comedy']]
931,1124,"[['Drama', 'Mystery', 'Science Fiction']]"
932,2044,"[['Drama', 'Mystery', 'Romance']]"
933,834,"[['Fantasy', 'Action', 'Thriller']]"
934,15639,[['Comedy']]
935,10067,"[['Comedy', 'Family']]"
936,13751,[['Drama']]
937,1262,"[['Comedy', 'Drama', 'Fantasy', 'Romance']]"
938,9526,"[['Drama', 'Comedy', 'Music']]"
939,18925,[['Drama']]
940,1164,[['Drama']]
941,9766,"[['Crime', 'Drama']]"
942,9975,"[['Adventure', 'Animation', 'Comedy', 'Family']]"
943,9656,"[['Horror', 'Thriller', 'Mystery']]"
944,10007,"[['Horror', 'Thriller']]"
945,8998,"[['Comedy', 'Drama', 'Romance']]"
946,14191,"[['Fantasy', 'Romance', 'Family', 'Comedy']]"
947,512,"[['Comedy', 'Mystery']]"
948,1852,"[['Drama', 'History', 'Thriller']]"
949,12586,"[['Drama', 'Romance']]"
950,12763,"[['Comedy', 'Music', 'Drama']]"
951,16727,[['Drama']]
952,9782,"[['Drama', 'Thriller', 'Horror']]"
953,9954,"[['Fantasy', 'Horror', 'Adventure', 'Action']]"
954,62697,"[['Science Fiction', 'Horror', 'Mystery']]"
955,936,"[['Comedy', 'Crime']]"
956,7859,[['Drama']]
957,9988,[['Comedy']]
958,13960,"[['Drama', 'Comedy', 'Mystery']]"
959,326,"[['Action', 'Crime', 'Thriller', 'Horror']]"
960,7484,"[['Animation', 'Family', 'Adventure', 'Comedy']]"
961,1378,"[['Romance', 'Drama', 'Comedy']]"
962,9682,"[['Horror', 'Thriller']]"
963,13198,"[['Comedy', 'Drama', 'Fantasy', 'Romance']]"
964,8975,[['Action']]
965,9754,"[['Action', 'Crime', 'Thriller']]"
966,11908,"[['Comedy', 'Horror']]"
967,9297,"[['Animation', 'Comedy', 'Family', 'Fantasy']]"
968,13075,[['Drama']]
969,5172,"[['Science Fiction', 'Adventure', 'Comedy', 'Drama']]"
970,9986,"[['Comedy', 'Family', 'Fantasy']]"
971,10741,[['Drama']]
972,9796,"[['Horror', 'Thriller']]"
973,3509,"[['Animation', 'Science Fiction', 'Thriller']]"
974,48138,"[['Action', 'Mystery', 'Thriller']]"
975,186,"[['Drama', 'Thriller', 'Crime', 'Mystery']]"
976,9952,"[['Adventure', 'Drama', 'War']]"
977,7510,"[['Drama', 'Comedy']]"
978,7985,"[['Fantasy', 'Comedy', 'Romance']]"
979,12271,"[['Drama', 'History']]"
980,9072,"[['Comedy', 'Crime']]"
981,7874,[['Drama']]
982,13689,[['Drama']]
983,14799,[['Comedy']]
984,17379,"[['Adventure', 'Comedy', 'Drama']]"
985,9035,"[['Horror', 'Science Fiction', 'Comedy']]"
986,10093,"[['Horror', 'Drama', 'Thriller']]"
987,4474,"[['Comedy', 'Science Fiction', 'Romance']]"
988,7304,"[['Action', 'Crime', 'Drama', 'Thriller']]"
989,18147,"[['Comedy', 'Family']]"
990,7511,"[['Comedy', 'Drama', 'Romance']]"
991,13275,"[['Drama', 'Action']]"
992,13668,"[['Comedy', 'Drama', 'Romance']]"
993,9310,"[['Comedy', 'Drama']]"
994,1590,[['Drama']]
995,10025,"[['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']]"
996,7551,"[['Action', 'Thriller', 'Science Fiction']]"
997,14202,"[['Romance', 'Drama']]"
998,9920,"[['Science Fiction', 'Action', 'Thriller']]"
999,2179,"[['Comedy', 'Music']]"
1000,9950,"[['Comedy', 'Crime', 'Drama']]"
1001,9672,"[['Drama', 'Crime']]"
1002,14171,"[['Drama', 'War']]"
1003,1249,"[['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']]"
1004,4643,"[['Drama', 'Action']]"
1005,2207,"[['Action', 'Adventure', 'Crime', 'Thriller']]"
1006,37725,"[['Comedy', 'Fantasy', 'Romance']]"
1007,956,"[['Adventure', 'Action', 'Thriller']]"
1008,9708,"[['Horror', 'Mystery', 'Thriller']]"
1009,18615,"[['Drama', 'History']]"
1010,4723,"[['Science Fiction', 'Thriller', 'Comedy']]"
1011,9842,"[['Comedy', 'Drama', 'Romance']]"
1012,13249,"[['Western', 'Action', 'Drama']]"
1013,1252,"[['Drama', 'Thriller', 'Crime', 'Romance']]"
1014,9903,"[['Comedy', 'Drama']]"
1015,9053,"[['Adventure', 'Action', 'Thriller']]"
1016,1440,"[['Drama', 'Romance']]"
1017,11170,"[['Drama', 'History']]"
1018,1581,"[['Comedy', 'Romance']]"
1019,9906,"[['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']]"
1020,9615,"[['Action', 'Crime', 'Drama', 'Thriller']]"
1021,14113,"[['Family', 'Comedy', 'Adventure', 'Action', 'Science Fiction']]"
1022,5820,"[['Action', 'Thriller', 'Crime']]"
1023,1887,"[['Drama', 'History']]"
1024,1381,"[['Drama', 'Adventure', 'Science Fiction', 'Romance']]"
1025,2486,"[['Fantasy', 'Action', 'Adventure', 'Family']]"
1026,9959,"[['Drama', 'Thriller', 'Crime', 'Mystery']]"
1027,13967,"[['Drama', 'Family', 'Romance']]"
1028,9676,"[['Drama', 'Crime', 'Thriller']]"
1029,9726,"[['Comedy', 'Drama', 'Romance']]"
1030,9697,"[['Drama', 'Fantasy', 'Mystery']]"
1031,722149,"[['Thriller', 'Crime', 'Action', 'Drama']]"
1032,182,"[['Drama', 'War', 'Thriller', 'Mystery']]"
1033,9978,"[['Adventure', 'Action', 'Family']]"
1034,9693,"[['Drama', 'Action', 'Thriller', 'Science Fiction']]"
1035,9904,"[['Family', 'Animation']]"
1036,1372,"[['Drama', 'Thriller', 'Action']]"
1037,9664,"[['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']]"
1038,25430,[['Drama']]
1039,11515,[['Drama']]
1040,1247,"[['Drama', 'Thriller', 'History']]"
1041,3683,"[['War', 'Drama', 'History']]"
1042,1427,"[['Crime', 'Fantasy', 'Drama']]"
1043,3093,"[['Crime', 'Mystery', 'Thriller']]"
1044,1452,"[['Science Fiction', 'Action', 'Adventure']]"
1045,9992,"[['Adventure', 'Fantasy', 'Animation', 'Family']]"
1046,82,"[['Action', 'Crime', 'Thriller']]"
1047,11619,"[['Adventure', 'Animation', 'Comedy', 'Family']]"
1048,503,"[['Adventure', 'Action', 'Drama', 'Thriller']]"
1049,1858,"[['Adventure', 'Science Fiction', 'Action']]"
1050,810,"[['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']]"
1051,6477,"[['Comedy', 'Family', 'Fantasy', 'Animation']]"
1052,675,"[['Adventure', 'Fantasy', 'Mystery']]"
1053,7326,"[['Comedy', 'Drama', 'Romance']]"
1054,4964,"[['Comedy', 'Romance', 'Drama']]"
1055,2503,"[['Action', 'Drama', 'Mystery', 'Thriller']]"
1056,35,"[['Animation', 'Comedy', 'Family']]"
1057,23827,"[['Horror', 'Mystery']]"
1058,6479,"[['Drama', 'Science Fiction', 'Thriller']]"
1059,8363,[['Comedy']]
1060,6637,"[['Action', 'Adventure', 'Mystery', 'Thriller']]"
1061,559,"[['Fantasy', 'Action', 'Adventure']]"
1062,13680,"[['Comedy', 'Family']]"
1063,1265,"[['Adventure', 'Drama', 'Family']]"
1064,8271,"[['Thriller', 'Drama', 'Mystery']]"
1065,9955,[['Comedy']]
1066,2062,"[['Animation', 'Comedy', 'Family', 'Fantasy']]"
1067,663,"[['Horror', 'Thriller', 'Crime']]"
1068,6977,"[['Crime', 'Drama', 'Thriller']]"
1069,7350,"[['Drama', 'Comedy']]"
1070,1931,"[['Drama', 'Music']]"
1071,3021,"[['Horror', 'Mystery']]"
1072,2976,"[['Comedy', 'Romance', 'Drama']]"
1073,948,"[['Horror', 'Thriller']]"
1074,4523,"[['Comedy', 'Family', 'Fantasy', 'Romance']]"
