,IMDB_ID,original_title,year,date_published,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,language_2,language_3,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,votes,Budget - Inflation Adjusted, budget , USA Gross Income - Inflation Adjusted , usa_gross_income , WW Gross Income - Inflation Adjusted , worlwide_gross_income ,reviews_from_users,Unnamed: 0,Revenue,Release Date,Runtime,Original Title,ID.1,Popularity,Vote Average,Budget,Genre List,Vote Count
399,tt0280720,The Guru,2002,18/07/2003,Comedy, Music, Romance,94,"UK, France, USA",English,Hindi,,Daisy von Scherler Mayer,Tracey Jackson,"Jimi Mistry, Heather Graham, Marisa Tomei, Michael McKean, Dash Mihok, Emil Marwa, Christine Baranski, Ronald Guttman, Malachy McCourt, Ajay Naidu, Anita Gillette, Pat McNamara, Dwight Ewell, Parul Shah, Omar Rahim",Jimi Mistry,"Jimi Mistry, Heather Graham",A young man leaves India to find fame and fortune in America where he unexpectedly becomes a sex guru.,A young man leaves India to find,5.3,14703,"$15,825,019.46 ","$11,000,000.00 ","$4,453,312.97 ","$3,095,506.00 ","$34,712,686.58 ","$24,128,852.00 ",132.0,441,0,8/21/02,91,The Guru,9027,14.388,5.1,0,"[['Comedy', 'Romance']]",193
400,tt0280760,Igby Goes Down,2002,4/10/02,Comedy, Drama,,98,USA,English,,,Burr Steers,Burr Steers,"Kieran Culkin, Claire Danes, Jeff Goldblum, Jared Harris, Amanda Peet, Ryan Phillippe, Bill Pullman, Susan Sarandon, Rory Culkin, Peter Anthony Tambakis, Bill Irwin, Kathleen Gati, Gannon Forrester, Celia Weston, Elizabeth Jagger",Kieran Culkin,"Kieran Culkin, Claire Danes",A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,A young man's peculiar upbringing,6.9,31680,"$12,947,743.19 ","$9,000,000.00 ","$6,873,043.32 ","$4,777,465.00 ","$9,954,222.09 ","$6,919,198.00 ",234.0,433,4777465,9/13/02,97,Igby Goes Down,9685,9.436,6.643,9000000,"[['Comedy', 'Drama']]",241
401,tt0281322,Undisputed,2002,23/08/2002,Action, Crime, Drama,96,"USA, Germany, Japan",English,German,,Walter Hill,"David Giler, Walter Hill","Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker, Jon Seda, Wes Studi, Fisher Stevens, Dayton Callie, Amy Aquino, Johnny Williams, Joe D'Angerio, Nils Allen Stewart, Denis Arndt, Jim Lampley, Ed Lover",Wesley Snipes,"Wesley Snipes, Ving Rhames","When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ.",When heavyweight champion George,6.2,28480,"$28,772,762.65 ","$20,000,000.00 ","$18,363,722.31 ","$12,764,657.00 ","$21,502,101.32 ","$14,946,150.00 ",93.0,440,14946150,7/17/02,96,Undisputed,15070,46.28,6.554,20000000,"[['Drama', 'Crime']]",598
402,tt0281358,A Walk to Remember,2002,30/08/2002,Drama, Romance,,101,USA,English,,,Adam Shankman,"Nicholas Sparks, Karen Janszen","Shane West, Mandy Moore, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson, Paz de la Huerta, Jonathan Parks Jordan, Matt Lutz, David Andrews, David Lee Smith, Xavier Hernandez, Marisa Miller, Paula Jones",Shane West,"Shane West, Mandy Moore","The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.",The story of two North Carolina,7.4,196585,"$16,975,929.96 ","$11,800,000.00 ","$59,388,553.09 ","$41,281,092.00 ","$68,327,997.25 ","$47,494,916.00 ",1017.0,374,47494916,1/25/02,101,A Walk to Remember,10229,41.348,7.743,11800000,"[['Drama', 'Romance']]",3677
403,tt0281373,Snow Dogs,2002,31/10/2002,Adventure, Comedy, Family,99,"Canada, USA",English,,,Brian Levant,"Jim Kouf, Tommy Swerdlow","Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols, M. Emmet Walsh, Graham Greene, Brian Doyle-Murray, Joanna Bacalso, Jean Michel Paré, Michael Bolton, Jason Pouliotte, David Boyce, Frank C. Turner, Ron Small, Alison Matthews",Cuba Gooding Jr.,"Cuba Gooding Jr., James Coburn","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",When a Miami dentist inherits,5.2,24858,"$47,475,058.37 ","$33,000,000.00 ","$116,777,940.11 ","$81,172,560.00 ","$165,493,867.03 ","$115,035,090.00 ",107.0,362,81000000,1/18/02,99,Snow Dogs,11888,20.875,5.652,35000000,"[['Comedy', 'Family', 'Adventure']]",649
404,tt0281686,Bubba Ho-Tep,2002,10/10/03,Comedy, Fantasy, Horror,92,USA,English,German,,Don Coscarelli,"Joe R. Lansdale, Don Coscarelli","Bruce Campbell, Ossie Davis, Ella Joyce, Heidi Marnhout, Bob Ivy, Edith Jefferson, Larry Pennell, Reggie Bannister, Daniel Roebuck, Daniel Schweiger, Harrison Young, Linda Flammer, Cean Okada, Solange Morand, Karen Placencia",Bruce Campbell,"Bruce Campbell, Ossie Davis","Elvis Presley and a black ""JFK"" stay in a nursing home where nothing happens - until a wayward Egyptian mummy comes and sucks out the old people's souls thru their a-holes. The two decide to fight back.","Elvis Presley and a black ""JFK""",7.0,44997,"$1,438,638.13 ","$1,000,000.00 ","$1,782,735.92 ","$1,239,183.00 ","$1,782,735.92 ","$1,239,183.00 ",388.0,424,0,6/9/02,92,Bubba Ho-tep,9707,12.45,6.587,1000000,"[['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']]",507
405,tt0282120,The Wild Thornberrys Movie,2002,18/04/2003,Animation, Adventure, Comedy,85,USA,English,,,"Cathy Malkasian, Jeff McGrath","Arlene Klasky, Gabor Csupo","Lacey Chabert, Tom Kane, Cree Summer, Tim Curry, Lynn Redgrave, Jodi Carlisle, Danielle Harris, Flea, Crystal Scales, Kimberly Brooks, Alfre Woodard, Brock Peters, Melissa Greenspan, Alexandra Boyd, Moira Quirk",Lacey Chabert,"Lacey Chabert, Tom Kane","Eliza (Lacey Chabert) and Debbie (Danielle Harris) are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals.",Eliza (Lacey Chabert) and Debbie,5.6,13880,"$35,965,953.31 ","$25,000,000.00 ","$57,701,900.94 ","$40,108,697.00 ","$87,317,763.08 ","$60,694,737.00 ",35.0,398,0,12/20/02,85,The Wild Thornberrys Movie,14317,29.694,6.5,35000000,"[['Animation', 'Adventure', 'Family']]",228
406,tt0282209,Darkness Falls,2003,18/07/2003,Fantasy, Horror, Mystery,86,"USA, Australia",English,,,Jonathan Liebesman,"Joe Harris, John Fasano","Chaney Kley, Emma Caulfield Ford, Lee Cormie, Grant Piro, Sullivan Stapleton, Steve Mouzakis, Peter Curtin, Kestie Morassi, Jenny Lovell, John Stanton, Angus Sampson, Charlotte Rose, Joshua Anderson, Emily Browning, Rebecca McCauley",Chaney Kley,"Chaney Kley, Emma Caulfield Ford","A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",A vengeful spirit has taken the,5.0,29811,"$15,472,396.74 ","$11,000,000.00 ","$45,786,192.12 ","$32,551,396.00 ","$66,796,497.23 ","$47,488,536.00 ",372.0,532,0,1/24/03,86,Darkness Falls,10727,20.949,5.521,0,"[['Thriller', 'Horror']]",496
407,tt0282687,Life or Something Like It,2002,30/04/2003,Comedy, Romance,,103,USA,English,,,Stephen Herek,"John Scott Shepherd, John Scott Shepherd","Angelina Jolie, Edward Burns, Tony Shalhoub, Christian Kane, James Gammon, Melissa Errico, Stockard Channing, Lisa Thornhill, Gregory Itzin, Max Baker, Andromeda Dunker, Jesse James Rutherford, Veena Sood, Eric Snellman, Theron Zahn",Angelina Jolie,"Angelina Jolie, Edward Burns","A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless.","A reporter interviews a psychic,",5.8,22866,"$57,545,525.29 ","$40,000,000.00 ","$20,786,291.09 ","$14,448,589.00 ","$24,273,667.89 ","$16,872,671.00 ",125.0,470,16872671,4/24/02,103,Life or Something Like It,16643,14.684,5.723,40000000,"[['Comedy', 'Drama', 'Romance']]",428
408,tt0283003,Spun,2002,7/2/03,Comedy, Crime, Drama,101,USA,English,,,Jonas Åkerlund,"Will De Los Santos, Creighton Vero","Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo, Patrick Fugit, Mena Suvari, Chloe Hunter, Elisa Bocanegra, Julia Mendoza, China Chow, Nicholas Gonzalez, Debbie Harry, Josh Peck, Charlotte Ayanna, Eric Roberts",Jason Schwartzman,"Jason Schwartzman, Mickey Rourke","A drug dealer introduces one of his customers, a 'speed freak', to the man who runs the meth lab. A crazy three-day adventure ensues.",A drug dealer introduces one of,6.8,36481,"$2,877,276.26 ","$2,000,000.00 ","$591,451.47 ","$411,119.00 ","$986,341.81 ","$685,608.00 ",204.0,428,0,6/1/02,101,Spun,12079,12.635,6.533,2000000,"[['Comedy', 'Crime', 'Drama']]",378
409,tt0283026,Swimfan,2002,30/05/2003,Drama, Thriller,,85,USA,English,,,John Polson,"Charles F. Bohl, Phillip Schneider","Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton, Clayne Crawford, Jason Ritter, Kia Goodwin, Dan Hedaya, Michael Higgins, Nick Sandow, Pamela Isaacs, James DeBello, Phyllis Somerville, Tom Cappadona, Malcolm Barrett",Jesse Bradford,"Jesse Bradford, Erika Christensen",A high school senior with a promising swimming career has a one-night stand with consequences.,A high school senior with a promising,5.1,18771,"$14,386,381.32 ","$10,000,000.00 ","$41,094,691.06 ","$28,564,995.00 ","$49,505,322.04 ","$34,411,240.00 ",216.0,391,34411240,9/6/02,84,Swimfan,20616,13.27,5.3,8500000,[['Thriller']],227
410,tt0283084,Tuck Everlasting,2002,14/11/2003,Drama, Family, Fantasy,90,USA,English,French,,Jay Russell,"Natalie Babbitt, Jeffrey Lieber","Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson, Scott Bairstow, Ben Kingsley, Amy Irving, Victor Garber, Kosha Engler, Richard Pilcher, Bradley Coryell, John Badila, Julia Hart, Naomi Kline, Kathryn Kelley",Alexis Bledel,"Alexis Bledel, William Hurt",A young woman meets and falls in love with a young man who is part of a family of immortals.,A young woman meets and falls,6.6,20831,"$21,579,571.98 ","$15,000,000.00 ","$27,567,182.45 ","$19,161,999.00 ","$27,829,900.79 ","$19,344,615.00 ",137.0,412,19158074,10/11/02,90,Tuck Everlasting,13768,18.346,6.598,15000000,"[['Drama', 'Family', 'Fantasy', 'Romance']]",407
411,tt0283111,National Lampoon's Van Wilder,2002,24/04/2003,Comedy, Romance,,92,"Germany, USA",English,,,Walt Becker,"Brent Goldberg, David Wagner","Ryan Reynolds, Tara Reid, Tim Matheson, Kal Penn, Teck Holmes, Daniel Cosgrove, Deon Richmond, Alex Burns, Emily Rutherfurd, Paul Gleason, Erik Estrada, Curtis Armstrong, Jason Winer, Chris Owen, Simon Helberg",Ryan Reynolds,"Ryan Reynolds, Tara Reid",The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.,The most popular kid on campus,6.4,102150,"$7,193,190.66 ","$5,000,000.00 ","$30,650,558.02 ","$21,305,259.00 ","$55,064,569.38 ","$38,275,483.00 ",263.0,395,39241323,3/29/02,92,National Lampoon's Van Wilder,11452,24.904,6.012,6000000,"[['Comedy', 'Romance']]",1604
412,tt0283139,White Oleander,2002,31/01/2003,Drama,,,109,USA,English,Russian,,Peter Kosminsky,"Janet Fitch, Mary Agnes Donoghue","Amy Aquino, John Billingsley, Elisa Bocanegra, Darlene Bohorquez, Solomon Burke Jr., Scott Allan Campbell, Sam Catlin, Debra Christofferson, Billy Connolly, Marc Donato, Svetlana Efremova, Patrick Fugit, Vernon Haas, Sean Happy, Cole Hauser",Amy Aquino,"Amy Aquino, John Billingsley",A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,A teenager journeys through a,7.1,29272,"$23,018,210.12 ","$16,000,000.00 ","$23,532,911.68 ","$16,357,770.00 ","$31,178,574.18 ","$21,672,284.00 ",171.0,423,0,10/11/02,109,White Oleander,10994,14.224,7.077,0,[['Drama']],319
413,tt0283426,The Jungle Book 2,2003,4/4/03,Animation, Adventure, Family,72,"USA, Australia",English,,,Steve Trenbirth,"Karl Geurs, Carter Crocker","John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay, John Rhys-Davies, Jim Cummings, Phil Collins, Jeff Bennett, Veena Bidasha, Brian Cummings, Baron Davis, Bobby Edner, Jess Harnell",John Goodman,"John Goodman, Haley Joel Osment","Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.","Mowgli, missing the jungle and",5.4,14739,"$28,131,630.43 ","$20,000,000.00 ","$67,377,480.10 ","$47,901,582.00 ","$262,051,424.84 ","$186,303,759.00 ",68.0,525,135680000,2/7/03,72,The Jungle Book 2,14873,28.582,5.882,20000000,"[['Family', 'Animation', 'Adventure']]",1030
414,tt0283530,The Emperor's Club,2002,26/09/2003,Drama,,,109,USA,English,,,Michael Hoffman,"Ethan Canin, Neil Tolkin","Kevin Kline, Emile Hirsch, Embeth Davidtz, Rob Morrow, Edward Herrmann, Harris Yulin, Paul Dano, Rishi Mehta, Jesse Eisenberg, Gabriel Millman, Chris Morales, Luca Bigini, Michael Coppola, Sean Fredricks, Katherine O'Sullivan",Kevin Kline,"Kevin Kline, Emile Hirsch",An idealistic prep school teacher attempts to redeem an incorrigible student.,An idealistic prep school teacher,6.9,16386,"$17,982,976.65 ","$12,500,000.00 ","$20,311,773.57 ","$14,118,751.00 ","$23,476,342.99 ","$16,318,449.00 ",147.0,422,16318449,11/22/02,108,The Emperor's Club,17187,13.74,7.065,0,[['Drama']],321
415,tt0283632,They,2002,22/08/2003,Horror, Mystery, Thriller,89,"USA, Canada",English,,,Robert Harmon,Brendan Hood,"Laura Regan, Marc Blucas, Ethan Embry, Dagmara Dominczyk, Jon Abrahams, Alexander Gould, Desiree Zurowski, Mark Hildreth, Jonathan Cherry, Peter LaCroix, Jessica Amlee, Jay Brazeau, L. Harvey Gold, David Abbott, Jodelle Ferland",Laura Regan,"Laura Regan, Marc Blucas",A psychology student finds all her childhood fears and phobias becoming real after a traumatic event.,A psychology student finds all,4.8,12203,"$24,456,848.25 ","$17,000,000.00 ","$18,473,324.95 ","$12,840,842.00 ","$23,660,232.59 ","$16,446,271.00 ",276.0,432,0,11/1/02,89,They,16028,12.133,4.87,17000000,"[['Horror', 'Thriller']]",215
416,tt0284490,Showtime,2002,19/04/2002,Action, Comedy, Crime,95,"USA, Australia",English,,,Tom Dey,"Jorge Saralegui, Keith Sharon","Robert De Niro, Rachael Harris, Eddie Murphy, Zaid Farid, Alex Borstein, Holly Mandel, Marshall Manesh, Nestor Serrano, T.J. Cross, Yasiin Bey, James Roday Rodriguez, Joel Hurt Jones, Chris Harrison, Perri Peltz, Amy Powell",Robert De Niro,"Robert De Niro, Rachael Harris","A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm.",A spoof of buddy cop movies where,5.5,59940,"$122,284,241.25 ","$85,000,000.00 ","$54,787,241.66 ","$38,082,712.00 ","$112,049,297.70 ","$77,885,672.00 ",173.0,481,77885672,3/14/02,95,Showtime,5851,11.575,5.522,85000000,"[['Action', 'Comedy']]",845
417,tt0285462,Boat Trip,2002,30/04/2004,Comedy,,,94,"USA, Germany",English,Swedish,Spanish,Mort Nathan,"Mort Nathan, William Bigelow","Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez, Vivica A. Fox, Maurice Godin, Roger Moore, Lin Shaye, Victoria Silvstedt, Ken Hudson Campbell, Zen Gesner, William Bumiller, Noah York, Richard Roundtree, Bob Gunton, Jennifer Gareis",Cuba Gooding Jr.,"Cuba Gooding Jr., Horatio Sanz","Two straight men mistakenly end up on a ""gays only"" cruise.",Two straight men mistakenly end,4.9,29976,"$28,772,762.65 ","$20,000,000.00 ","$12,372,469.21 ","$8,600,126.00 ","$21,608,766.27 ","$15,020,293.00 ",139.0,449,8586376,10/1/02,94,Boat Trip,9557,19.79,5.278,20000000,[['Comedy']],566
418,tt0285531,Dreamcatcher,2003,11/4/03,Drama, Horror, Sci-Fi,136,"USA, Canada",English,,,Lawrence Kasdan,"Stephen King, William Goldman","Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore, Donnie Wahlberg, Mikey Holekamp, Reece Thompson, Giacomo Baessato, Joel Palmer, Andrew Robb, Eric Keenleyside, Rosemary Dunsmore, Michael O'Neill",Morgan Freeman,"Morgan Freeman, Thomas Jane",Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.,Friends on a camping trip discover,5.5,87726,"$95,647,543.48 ","$68,000,000.00 ","$47,423,509.27 ","$33,715,436.00 ","$114,271,253.90 ","$81,240,406.00 ",693.0,622,75700000,3/21/03,136,Dreamcatcher,6171,27.687,5.558,68000000,"[['Drama', 'Horror', 'Science Fiction', 'Thriller']]",1544
419,tt0285742,Monster's Ball,2001,5/4/02,Drama, Romance,,111,USA,English,,,Marc Forster,"Milo Addica, Will Rokos","Billy Bob Thornton, Taylor Simpson, Gabrielle Witcher, Heath Ledger, Amber Rules, Peter Boyle, Charles Cowan Jr., Taylor LaGrange, Yasiin Bey, Anthony Bean, Francine Segal, John McConnell, Marcus Lyle Brown, Milo Addica, Leah Loftin",Billy Bob Thornton,"Billy Bob Thornton, Taylor Simpson","After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.","After a family tragedy, a racist",7.0,81502,"$5,845,533.60 ","$4,000,000.00 ","$45,703,190.44 ","$31,273,922.00 ","$65,778,962.42 ","$45,011,434.00 ",529.0,220,44909486,6/7/01,113,Monster's Ball,1365,19.449,6.8,4000000,"[['Drama', 'Romance']]",826
420,tt0285823,Once Upon a Time in Mexico,2003,21/11/2003,Action, Crime, Thriller,102,"USA, Mexico",English,Spanish,,Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke, Eva Mendes, Danny Trejo, Enrique Iglesias, Marco Leonardi, Cheech Marin, Rubén Blades, Willem Dafoe, Gerardo Vigil, Pedro Armendáriz Jr., Julio Oscar Mechoso, Tito Larriva",Antonio Banderas,"Antonio Banderas, Salma Hayek","Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.","Hitman ""El Mariachi"" becomes involved",6.4,151782,"$40,790,864.13 ","$29,000,000.00 ","$79,274,625.12 ","$56,359,780.00 ","$138,927,198.89 ","$98,769,390.00 ",479.0,526,98185582,9/11/03,102,Once Upon a Time in Mexico,1428,24.46,6.273,29000000,"[['Action', 'Drama', 'Mystery']]",1898
421,tt0286106,Signs,2002,17/10/2002,Drama, Mystery, Sci-Fi,106,USA,English,Portuguese,,M. Night Shyamalan,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin, Cherry Jones, M. Night Shyamalan, Patricia Kalember, Ted Sutton, Merritt Wever, Lanny Flaherty, Marion McCorry, Michael Showalter, Kevin Pires, Clifford David, Rhonda Overby",Mel Gibson,"Mel Gibson, Joaquin Phoenix",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,A family living on a farm finds,6.7,331801,"$103,581,945.53 ","$72,000,000.00 ","$327,961,492.56 ","$227,966,634.00 ","$587,321,020.83 ","$408,247,917.00 ",2417.0,343,408247917,8/2/02,106,Signs,2675,31.965,6.668,72000000,"[['Drama', 'Thriller', 'Science Fiction', 'Mystery']]",4902
422,tt0286716,Hulk,2003,29/08/2003,Action, Sci-Fi,,138,USA,English,Spanish,,Ang Lee,"Stan Lee, Jack Kirby","Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte, Paul Kersey, Cara Buono, Todd Tesen, Kevin Rankin, Celia Weston, Mike Erwin, Lou Ferrigno, Stan Lee, Regi Davis, Craig Damon",Eric Bana,"Eric Bana, Jennifer Connelly","Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.","Bruce Banner, a genetics researcher",5.6,248768,"$192,701,668.48 ","$137,000,000.00 ","$185,918,054.94 ","$132,177,234.00 ","$345,013,580.65 ","$245,285,165.00 ",1485.0,579,245360480,6/19/03,138,Hulk,1927,44.145,5.523,137000000,"[['Science Fiction', 'Action']]",5170
423,tt0286788,What a Girl Wants,2003,22/08/2003,Comedy, Drama, Family,105,"USA, UK",English,,,Dennie Gordon,"William Douglas-Home, William Douglas-Home","Kelly Preston, Soleil McGhee, Colin Firth, Eileen Atkins, Jonathan Pryce, Peter Reeves, James Greene, Amanda Bynes, Steven Osborne, Mike Toller, Tom Penn, Tom Goodfellow, James Bell, Mindy Lee Raskin, Stanley Townsend",Kelly Preston,"Kelly Preston, Soleil McGhee","An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",An American teenager learns that,5.8,58492,"$35,164,538.04 ","$25,000,000.00 ","$50,785,234.89 ","$36,105,433.00 ","$71,358,889.28 ","$50,732,139.00 ",219.0,545,50732139,3/27/03,105,What a Girl Wants,10735,24.489,6.225,20000000,"[['Comedy', 'Romance', 'Drama', 'Family']]",1454
424,tt0287717,Spy Kids 2: Island of Lost Dreams,2002,10/1/03,Action, Adventure, Comedy,100,USA,English,,,Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Steve Buscemi, Mike Judge, Danny Trejo, Cheech Marin, Matt O'Leary, Emily Osment, Ricardo Montalban, Holland Taylor, Alan Cumming, Taylor Momsen, Christopher McDonald",Antonio Banderas,"Antonio Banderas, Carla Gugino","The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",The Cortez siblings set out for,5.2,59287,"$54,668,249.03 ","$38,000,000.00 ","$123,501,946.28 ","$85,846,429.00 ","$172,238,588.15 ","$119,723,358.00 ",115.0,363,119723358,8/7/02,100,Spy Kids 2: The Island of Lost Dreams,9488,42.792,5.578,38000000,"[['Action', 'Adventure', 'Family', 'Comedy', 'Science Fiction']]",1910
425,tt0287978,Daredevil,2003,4/4/03,Action, Crime,,103,"USA, China",English,Greek,Italian,Mark Steven Johnson,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan, Jon Favreau, Scott Terra, Ellen Pompeo, Joe Pantoliano, Leland Orser, Lennie Loftin, Erick Avari, Derrick O'Connor, Paul Ben-Victor, David Keith, Frankie J. Allison",Ben Affleck,"Ben Affleck, Jennifer Garner",A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,A man blinded by toxic waste which,5.3,204269,"$109,713,358.70 ","$78,000,000.00 ","$144,235,817.59 ","$102,543,518.00 ","$252,030,880.41 ","$179,179,718.00 ",1048.0,530,179179718,2/14/03,103,Daredevil,9480,33.311,5.243,78000000,"[['Fantasy', 'Action']]",4526
426,tt0288045,The Medallion,2003,12/12/03,Action, Comedy, Fantasy,88,"Hong Kong, USA",English,,,Gordon Chan,"Alfred Cheung, Bennett Davlin","Jackie Chan, Lee Evans, Claire Forlani, Julian Sands, John Rhys-Davies, Anthony Chau-Sang Wong, Christy Chung, Johann Myers, Alex Bao, Siu-Ming Lau, Diana C. Weng, Pok Fu Chow, Tat-Kwong Chan, Wai Cheung Mak, Anthony Carpio",Jackie Chan,"Jackie Chan, Lee Evans",A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,A Hong Kong detective suffers,5.3,38532,"$57,669,842.39 ","$41,000,000.00 ","$31,253,104.90 ","$22,219,192.00 ","$48,201,721.60 ","$34,268,701.00 ",133.0,602,0,8/15/03,88,The Medallion,10610,25.953,5.57,41000000,"[['Thriller', 'Fantasy', 'Action', 'Comedy']]",938
427,tt0288477,Ghost Ship,2002,24/04/2003,Horror,,,91,"USA, Australia",English,Italian,Spanish,Steve Beck,"Mark Hanlon, Mark Hanlon","Gabriel Byrne, Julianna Margulies, Ron Eldard, Desmond Harrington, Isaiah Washington, Alex Dimitriades, Karl Urban, Emily Browning, Francesca Rettondini, Boris Brkic, Bob Ruggiero, Iain Gardiner, Adam Bieshaar, Cameron Watt, Jamie Giddens",Gabriel Byrne,"Gabriel Byrne, Julianna Margulies","A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.",A salvage crew discovers a long-lost,5.5,91847,"$28,772,762.65 ","$20,000,000.00 ","$43,322,416.45 ","$30,113,491.00 ","$98,330,749.46 ","$68,349,884.00 ",502.0,405,68349884,10/25/02,91,Ghost Ship,9645,39.93,5.92,35000000,"[['Horror', 'Mystery', 'Thriller']]",2068
428,tt0289765,Red Dragon,2002,25/10/2002,Crime, Drama, Thriller,124,"Germany, USA",English,French,,Brett Ratner,"Thomas Harris, Ted Tally","Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel, Emily Watson, Mary-Louise Parker, Philip Seymour Hoffman, Anthony Heald, Ken Leung, Frankie Faison, Tyler Patrick Jones, Lalo Schifrin, Tim Wheater, John Rubinstein, David Doty",Anthony Hopkins,"Anthony Hopkins, Edward Norton","A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",A retired FBI agent with psychological,7.2,246522,"$112,213,774.32 ","$78,000,000.00 ","$134,008,995.28 ","$93,149,898.00 ","$300,957,771.44 ","$209,196,298.00 ",797.0,397,209196298,10/2/02,124,Red Dragon,9533,7.208,7.009,78000000,"[['Crime', 'Drama', 'Thriller']]",3707
429,tt0289848,Analyze That,2002,7/3/03,Comedy, Crime,,96,USA,English,,,Harold Ramis,"Kenneth Lonergan, Peter Tolan","Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli, Cathy Moriarty, Joey Diaz, Jerome Le Page, Joseph Bono, Brian Rogalski, Thomas Rosales Jr., Patrick Marcune, John F. Gooding, Henry Morales-Ballet, Scott Dillin, Ted Neustadt",Robert De Niro,"Robert De Niro, Billy Crystal","Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.",Mobster Paul Vitti is released,5.9,81387,"$86,318,287.94 ","$60,000,000.00 ","$46,224,345.22 ","$32,130,627.00 ","$79,129,607.41 ","$55,003,135.00 ",148.0,472,55003135,12/6/02,96,Analyze That,9932,16.628,5.795,60000000,"[['Comedy', 'Crime']]",1065
430,tt0289879,The Butterfly Effect,2004,27/02/2004,Drama, Sci-Fi, Thriller,113,"USA, Canada",English,,,"Eric Bress, J. Mackye Gruber","J. Mackye Gruber, Eric Bress","Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson, William Lee Scott, John Patrick Amedori, Irina Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Jake Kaese, Cameron Bright, Eric Stoltz, Callum Keith Rennie",Ashton Kutcher,"Ashton Kutcher, Melora Walters","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",Evan Treborn suffers blackouts,7.6,444298,"$17,811,238.75 ","$13,000,000.00 ","$79,381,530.30 ","$57,938,693.00 ","$132,655,942.83 ","$96,822,421.00 ",1188.0,670,96060858,1/17/04,113,The Butterfly Effect,1954,38.917,7.55,13000000,"[['Science Fiction', 'Thriller']]",6588
