ID,ID,Budget,Popularity,Release Date,Revenue,Runtime,Vote Average,Vote Count,IMDB
1536,4959,50000000,16.663,2009-02-03,60161391,118,6.206,1058,tt0963178
1537,22787,40000000,13.947,2009-09-09,17976667,101,5.527,634,tt0365929
1538,14869,175000000,55.366,2009-08-03,302469017,118,5.763,4148,tt1046173
1539,25137,25000000,12.53,2009-02-05,4388563,105,5.68,256,tt1183251
1540,8915,40000000,10.537,2009-10-22,19643086,111,5.6,199,tt1129445
1541,24418,40000000,66.83,2009-10-23,28169671,109,5.8,957,tt0450405
1542,16866,70000000,24.139,2009-11-19,104945765,91,5.838,1804,tt0762125
1543,17332,60000000,14.529,2009-04-24,38332994,109,6.715,683,tt0821642
1544,24438,58000000,14.558,2009-12-17,85280250,103,5.3,854,tt1314228
1545,18501,50000000,18.936,2009-09-03,40828540,95,5.718,2086,tt1034032
1546,14161,200000000,102.331,2009-10-10,791217826,158,5.809,10991,tt1190080
1547,15159,0,18.486,2009-02-06,75871032,92,5.7,983,tt0838232
1548,18487,100000000,19.732,2009-06-10,150166126,106,6.331,2756,tt1111422
1549,19724,55000000,14.173,2009-06-19,23000000,107,5.95,510,tt0780567
1550,19959,80000000,37.294,2009-09-24,122444772,89,6.094,2812,tt0986263
1551,16577,10000000,33.278,2009-10-15,19551067,94,6.299,1327,tt0375568
1552,31011,47000000,26.194,2009-11-06,2331721,141,7.832,5380,tt0485947
1553,18162,100000000,24.397,2009-06-05,68688831,102,5.449,1147,tt0457400
1554,10197,80000000,13.802,2009-12-03,53825515,112,5.5,518,tt0875034
1555,17979,200000000,35.298,2009-11-04,325286646,94,6.859,4055,tt1067106
1556,534,200000000,63.759,2009-05-20,371353001,117,6.033,5779,tt0438488
1557,24021,68000000,128.941,2010-06-23,698491347,124,6.222,7990,tt1325004
1558,10193,200000000,88.18,2010-06-16,1066969703,103,7.8,13295,tt0435761
1559,20352,69000000,94.558,2010-07-08,533679475,95,7.223,13797,tt1323594
1560,38575,40000000,132.868,2010-06-10,359126022,140,6.522,5329,tt1155076
1561,12155,200000000,66.318,2010-03-03,1025467110,108,6.618,12761,tt1014759
1562,44264,38000000,19.892,2010-12-22,252276927,110,7.303,4722,tt1403865
1563,27205,160000000,105.106,2010-07-15,825532764,148,8.362,33377,tt1375666
1564,45269,15000000,23.461,2010-11-26,414211549,118,7.736,7870,tt1504320
1565,10138,200000000,157.614,2010-04-28,623933331,124,6.832,19072,tt1228705
1566,44214,13000000,38.277,2010-12-03,329398046,108,7.662,13094,tt0947798
1567,38365,80000000,109.276,2010-06-24,271430189,102,6.352,5327,tt1375670
1568,41436,3000000,31.634,2010-10-20,177512032,91,5.747,2160,tt1536044
1569,10192,165000000,152.376,2010-05-16,752600867,93,6.3,6441,tt0892791
1570,45317,25000000,16.282,2010-12-10,93617009,116,7.381,3867,tt0964517
1571,32856,52000000,22.534,2010-02-10,216485654,125,5.901,2799,tt0817230
1572,37799,40000000,31.639,2010-10-01,224920315,121,7.346,10713,tt1285016
1573,23168,37000000,70.313,2010-09-15,154026136,125,7.191,4397,tt0840361
1574,22971,25000000,28.833,2010-02-04,114977104,108,6.84,3833,tt0989757
1575,10191,165000000,75.683,2010-03-18,494879471,98,7.804,11643,tt0892769
1576,49018,1500000,70.626,2010-09-13,97009150,103,6.94,5930,tt1591095
1577,37735,8000000,35.994,2010-09-16,75026327,93,6.817,6294,tt1282140
1578,897192,0,160.573,2022-12-02,0,74,7.077,111,tt15847828
1579,39451,100000000,24.023,2010-12-21,310650585,98,5.642,2930,tt0970866
1580,11324,80000000,91.96,2010-02-14,294800000,138,8.195,21393,tt1130884
1581,35056,55000000,23.705,2010-04-08,152263880,97,6.071,2548,tt1279935
1582,35690,20000000,19.387,2010-03-31,89137047,107,7.244,3148,tt1294226
1583,38358,1800000,27.399,2010-08-27,69432527,87,5.638,892,tt1320244
1584,18823,125000000,70.533,2010-03-31,493214993,106,5.864,5668,tt0800320
1585,41733,65000000,36.089,2010-11-04,211780824,95,6.348,4890,tt1231583
1586,39514,58000000,34.609,2010-10-13,199000000,111,6.704,6013,tt1245526
1587,377,1800000,48.901,1984-11-09,25685134,91,7.32,4373,tt0087800
1588,27573,40000000,18.082,2010-03-16,136333522,110,5.84,2551,tt1038919
1589,22907,32000000,22.056,2010-08-26,80205382,107,6.218,1094,tt1135084
1590,41439,20000000,39.992,2010-10-21,136151680,90,5.984,2528,tt1477076
1591,39486,35000000,18.292,2010-08-20,60321861,123,7.4,500,tt1028576
1592,44040,10000000,26.03,2010-09-16,33583175,80,6.1,2555,tt1314655
1593,27578,80000000,66.785,2010-08-03,274470394,103,6.213,6930,tt1320253
1594,37056,30000000,25.027,2010-05-13,82148538,105,6.975,2638,tt0892318
1595,34803,21000000,17.311,2010-04-15,49050886,92,5.79,844,tt1321509
1596,32823,40000000,18.163,2010-06-04,90029656,109,5.956,1542,tt1226229
1597,38167,60000000,25.596,2010-08-12,204594016,133,6.227,2150,tt0879870
1598,41515,80000000,23.677,2010-12-17,203509374,80,5.613,772,tt1302067
1599,27581,100000000,37.771,2010-08-06,170432927,107,6.275,3653,tt1386588
1600,29427,20000000,29.539,2010-02-26,54956140,101,6.227,1777,tt0455407
1601,38055,130000000,61.62,2010-10-28,321885765,96,6.947,6045,tt1001526
1602,23483,28000000,59.755,2010-03-22,96188903,117,7.116,10657,tt1250777
1603,39781,3500000,12.122,2010-07-09,34705850,106,6.584,1309,tt0842926
1604,40264,20000000,21.566,2010-08-18,80547866,82,4.236,1101,tt1666186
1605,23631,20000000,37.313,2010-09-01,44093316,105,6.3,2908,tt0985694
1606,27579,20000000,18.676,2010-08-31,67876281,104,5.941,1173,tt1440728
1607,38408,38000000,31.077,2010-10-02,105734416,114,6.913,2877,tt1055292
1608,23742,30000000,15.982,2010-02-26,55583804,107,5.561,1336,tt1385867
1609,20504,80000000,37.553,2010-01-11,157107755,118,6.778,5433,tt1037705
1610,23048,36000000,27.044,2010-03-26,64780213,101,6.025,2156,tt1231587
1611,22894,26000000,82.058,2010-01-21,67918658,100,5.816,2286,tt1038686
1612,41233,30000000,41.985,2010-08-04,159291809,107,6.819,1748,tt1193631
1613,23023,48000000,36.795,2010-01-14,112462508,101,5.476,1793,tt0808510
1614,34016,20000000,44.224,2010-03-11,49779728,104,6.425,1832,tt0815236
1615,34851,40000000,60.9,2010-07-03,127233108,107,6.243,3550,tt1424381
1616,42684,10000000,46.271,2010-11-11,66984888,92,4.959,1420,tt1564585
1617,48289,20000000,11.938,2010-09-30,45636368,113,6.553,760,tt1226753
1618,38843,15000000,17.611,2010-07-23,27293743,103,6.529,703,tt0493949
1619,41210,19000000,15.104,2010-05-11,49830607,101,6.249,1679,tt0889573
1620,46705,1000000,23.17,2010-12-16,15440333,112,6.942,2827,tt1120985
1621,27576,110000000,45.198,2010-07-21,293329073,100,6.394,4936,tt0944835
1622,41382,0,13.941,2010-08-20,0,99,5.636,158,tt0979434
1623,25195,19000000,35.116,2010-01-08,32686500,100,6.88,1825,tt1216492
1624,38303,20000000,20.183,2010-09-24,32054369,105,6.314,1139,tt1414382
1625,45272,15000000,13.49,2010-12-22,20601987,117,6.2,221,tt1555064
1626,12819,20000000,17.341,2010-09-17,50500000,88,5.888,454,tt1213012
1627,39013,2000000,13.632,2010-06-11,13831503,101,6.817,1535,tt1399683
1628,38778,69000000,19.518,2010-07-30,86387857,114,5.689,1583,tt0427152
1629,23169,16000000,29.369,2010-04-07,56032889,113,7.106,3271,tt1403981
1630,55347,3200000,12.689,2011-06-09,14311701,105,6.855,902,tt1532503
1631,34806,35000000,18.469,2010-04-23,77477008,106,6.138,1276,tt1212436
1632,616037,250000000,512.395,2022-07-06,760928081,119,6.617,5597,tt10648342
1633,97,17000000,26.038,1982-07-09,33000000,96,6.683,1933,tt0084827
1634,40247,3000000,5.839,2010-04-30,0,90,6.191,123,tt0878835
1635,43593,24000000,54.689,2010-08-20,83188165,88,5.39,1908,tt0464154
1636,39053,7000000,9.382,2010-06-18,0,91,5.9,357,tt1336617
1637,44115,18000000,41.505,2010-11-12,35692920,94,7.062,6780,tt1542344
1638,47607,65000,8.581,2010-11-12,416498,99,5.8,130,tt1570989
1639,35791,60000000,2.103,2010-09-09,300228084,97,6.043,3394,tt1220634
1640,66195,0,11.433,2010-07-01,14870,93,6.354,352,tt1334553
1641,52015,650000,12.299,2010-09-30,33245,98,6.203,668,tt1464580
1642,43919,2500000,10.869,2010-08-26,156190,85,5.527,318,tt1270835
1643,41283,24000000,27.376,2010-11-23,23081726,98,6.317,1678,tt1433108
1644,46261,25000000,20.249,2010-11-06,36993168,99,5.741,927,tt1270761
1645,57120,0,12.39,2010-09-05,876302,104,6.5,215,tt1518812
1646,34813,25000000,42.85,2010-04-23,23580000,97,6.282,1578,tt0480255
1647,37931,10000000,12.417,2010-05-21,9322895,90,5.474,473,tt1470023
1648,43923,8000000,17.565,2010-10-08,6491240,102,6.992,2143,tt0804497
1649,43947,2000000,50.722,2010-06-17,572809,108,6.508,1930,tt1242432
1650,45132,2500000,12.098,2010-11-26,324138,96,6.582,1299,tt1512235
1651,45658,5000000,10.679,2011-05-13,2614773,97,6.123,514,tt1531663
1652,27585,5000000,16.246,2010-12-16,5144717,91,6.7,509,tt0935075
1653,23172,28000000,29.76,2010-01-15,66166000,94,5.864,1133,tt1273678
1654,795230,0,16.671,2021-03-12,0,94,6.594,187,tt3986420
1655,70695,4000000,8.914,2010-09-12,143485,90,6.171,161,tt1107319
1656,41556,4500000,11.771,2010-09-10,123820,97,4.926,222,tt1403988
1657,37786,100000000,41.302,2010-05-26,290745055,146,6.12,1482,tt1261945
1658,44009,8000000,11.654,2010-11-05,18124262,129,7.005,326,tt1431181
1659,40720,0,9.446,2010-07-30,2566717,93,5.79,210,tt1407084
1660,52338,0,8.672,2010-02-10,0,94,5.972,251,tt1296898
1661,39210,8000000,10.456,2010-09-03,14788642,98,6.059,641,tt1421051
1662,45094,12500000,11.144,2010-10-15,11826980,107,7.072,519,tt1244754
1663,35019,25000000,41.233,2010-03-26,123276807,109,6.275,1641,tt1415283
1664,32657,95000000,94.247,2010-02-01,226497209,118,6.2,6743,tt0814255
1665,27586,10000000,13.884,2010-03-19,2995811,106,6.459,700,tt1017451
1666,44835,7000000,12.67,2010-01-22,449702,106,6.845,570,tt1403177
1667,41402,20000000,20.9,2010-10-01,24145613,116,6.767,1798,tt1228987
1668,43539,30000000,29.09,2010-11-18,67448651,133,7.07,2535,tt1458175
1669,38357,40000000,17.559,2010-11-10,60040976,107,6.334,1311,tt1126618
1670,43552,10000000,16.471,2010-09-11,1671196,92,5.347,498,tt1452628
1671,43931,25000000,12.591,2010-10-08,21500813,107,5.534,454,tt0872230
1672,44129,15000000,11.039,2010-10-21,4882577,104,6.5,603,tt1172991
1673,23759,12000000,16.963,2010-02-15,6890432,97,6.182,1221,tt1020558
1674,53172,12000000,13.174,2010-01-14,204940,108,5.779,287,tt1220888
1675,43949,14000000,36.908,2010-08-06,1755212,89,7.982,2543,tt0817177
1676,38363,22000000,14.955,2010-05-20,25806953,108,6.474,664,tt0977855
1677,37414,13000000,17.853,2010-02-19,0,109,5.806,493,tt0954947
1678,37950,44000000,23.732,2010-07-30,48190704,99,6.953,2014,tt1438254
1679,60309,25000000,10.75,2010-09-10,15478800,122,6.6,386,tt0968264
1680,38073,32000000,15.67,2010-08-27,42045846,102,6.056,645,tt1322312
1681,42297,55000000,21.44,2010-11-23,89519773,119,7.182,2051,tt1126591
1682,678287,0,44.205,2022-04-28,1379888,88,5.5,59,tt8746404
1683,44603,50000000,19.827,2010-10-22,106956330,129,6.042,1442,tt1212419
1684,35169,35000000,16.623,2010-04-30,36236710,92,4.92,529,tt0492389
1685,33909,70000000,17.363,2010-09-02,134748021,133,6.1,1338,tt1027718
1686,31867,32000000,16.676,2010-03-18,18409891,111,6.31,1693,tt1053424
1687,10196,150000000,54.703,2010-06-30,319713881,103,4.663,3550,tt0938283
1688,44048,100000000,25.196,2010-11-04,167805466,98,6.549,3077,tt0477080
1689,38031,22000000,12.654,2010-05-23,0,98,5.911,758,tt1182350
1690,43935,20000000,12.24,2011-03-16,4634062,107,4.728,446,tt1013860
1691,27569,31000000,12.232,2010-01-21,15134293,105,6.228,263,tt1244659
1692,44113,22000000,14.653,2010-10-07,9479718,105,5.255,599,tt1423995
1693,13477,55000000,16.786,2010-01-29,43042835,91,6.029,1098,tt1185416
1694,41216,80000000,26.193,2010-07-10,140073390,97,6.781,2023,tt1219342
1695,48838,25000000,11.642,2010-11-10,8307227,103,5.924,639,tt1213648
1696,529485,0,18.12,2020-03-05,14590514,107,6.598,910,tt8544498
1697,37821,75000000,21.379,2010-10-04,98159963,100,5.974,1961,tt1103153
1698,22538,85000000,43.214,2010-08-12,48000000,112,7.458,6849,tt0446029
1699,37710,100000000,31.424,2010-12-08,278731369,103,6.18,4943,tt1243957
1700,34544,110000000,36.042,2010-06-09,177238796,117,6.392,4161,tt0429493
1701,20533,47000000,39.767,2010-06-18,10539000,81,4.9,1283,tt1075747
1702,12201,80000000,15.488,2010-01-28,81126522,117,6.335,1349,tt1226273
1703,37834,117000000,41.671,2010-06-15,261989769,109,6.183,3983,tt1013743
1704,1027159,0,280.879,2023-01-26,0,92,6.1,54,tt22192398
1705,10140,155000000,55.89,2010-12-02,415686217,113,6.423,5012,tt0980970
1706,38757,260000000,180.014,2010-11-24,592461732,100,7.583,10087,tt0398286
1707,22972,100000000,19.282,2010-03-11,94882889,115,6.454,1942,tt0947810
1708,38745,112000000,29.296,2010-12-23,237382724,85,5.178,2120,tt1320261
1709,27022,150000000,34.444,2010-07-13,215283742,109,6.091,4484,tt0963966
1710,7978,150000000,32.67,2010-02-10,0,102,5.835,1754,tt0780653
1711,42888,120000000,16.318,2010-12-17,48668907,121,5.299,837,tt1341188
1712,11886,5000000,44.356,1973-11-08,32056467,83,7.286,3882,tt0070608
1713,9543,200000000,49.009,2010-05-19,336365676,116,6.256,6156,tt0473075
1714,12445,125000000,189.58,2011-07-07,1341511219,130,8.111,18516,tt1201607
1715,45243,80000000,95.558,2011-05-25,586764305,102,6.46,9440,tt1411697
1716,50619,110000000,112.924,2011-11-16,712171856,117,6.21,8009,tt1324999
1717,38356,195000000,23.06,2011-06-28,1123794079,154,6.17,7431,tt1399103
1718,50014,25000000,177.625,2011-08-09,216639112,146,8.191,7038,tt1454029
1719,55721,32500000,25.201,2011-05-13,288383523,125,6.53,3973,tt1478338
1720,72571,5000000,39.395,2011-10-19,207039844,94,5.908,1941,tt1778304
1721,51497,125000000,16.84,2011-04-20,626137675,130,7.249,7210,tt1596343
1722,61791,93000000,56.063,2011-08-03,482860185,105,7.283,10458,tt1318514
1723,51540,35000000,30.347,2011-07-08,209838559,98,6.562,5750,tt1499658
1724,52449,20000000,22.305,2011-05-16,216197492,92,5.573,4264,tt1284575
1725,37686,50000000,43.782,2011-06-08,260095986,112,6.754,6021,tt1650062
1726,56292,145000000,60.047,2011-12-07,694713380,133,7.1,8772,tt1229238
1727,45772,36000000,32.747,2011-01-13,189712432,84,5.845,1745,tt0377981
1728,65057,20000000,18.241,2011-09-09,177243185,115,6.822,2448,tt1033575
1729,58574,125000000,41.658,2011-11-22,334615000,129,7.125,9489,tt1515091
1730,55301,75000000,44.614,2011-12-14,342695435,87,5.694,1925,tt1615918
1731,46195,90000000,75.697,2011-04-03,484635760,96,6.714,5942,tt1436562
1732,51876,27000000,57.366,2011-03-08,161849455,105,7.18,9566,tt1219289
1733,41630,25000000,43.077,2011-01-21,149228077,107,6.288,4234,tt1411238
1734,50359,63000000,25.695,2011-03-30,183953723,95,5.736,1067,tt1411704
1735,64328,45000000,25.531,2011-11-22,165184237,103,6.651,1368,tt1204342
1736,59436,17000000,21.866,2011-05-11,151119219,94,7.54,6622,tt1605783
1737,1771,140000000,65.991,2011-07-22,370569774,124,6.988,19644,tt0458339
1738,74534,10000000,14.303,2011-11-28,136836156,124,6.946,1190,tt1412386
1739,62837,37000000,15.677,2011-09-23,95404397,113,6.951,578,tt1564349
1740,50646,50000000,38.328,2011-07-29,142851197,118,7.255,7401,tt1570728
1741,48138,30000000,45.243,2011-02-16,130786397,113,6.66,3438,tt1401152
1742,41513,110000000,38.089,2011-07-29,563749323,103,5.775,3362,tt0472181
1743,72213,1000000,42.077,2011-09-30,34522221,129,7.547,298,tt1630036
1744,897192,0,160.573,2022-12-02,0,74,7.077,111,tt15847828
1745,10195,150000000,131.288,2011-04-21,449326618,115,6.767,19412,tt0800369
1746,74643,15000000,17.757,2011-10-12,133432856,100,7.441,2920,tt1655442
1747,10316,12500000,15.731,2011-09-24,76338111,101,6.665,2179,tt1124035
1748,1788,8200000,20.267,1984-02-17,80035402,107,6.666,1755,tt0087277
1749,563067,0,17.162,2020-03-06,7494243,122,6.419,130,tt9318772
1750,75174,25000000,47.72,2012-01-26,77278331,117,6.562,3432,tt1601913
1751,43959,18000000,34.634,2011-04-08,47088990,112,7.05,1082,tt1596346
1752,74465,50000000,21.323,2011-12-08,120081841,124,6.751,2409,tt1389137
1753,60308,50000000,24.076,2011-09-23,110206216,134,7.248,4367,tt1210166
1754,50546,80000000,72.718,2011-02-10,214945591,117,6.67,5037,tt1564367
1755,45612,32000000,40.03,2011-03-30,147332697,94,7.293,7390,tt0945513
1756,49950,16000000,15.21,2011-02-04,52545707,91,5.378,847,tt1265990
1757,50544,35000000,35.747,2011-07-21,149542245,109,6.655,7196,tt1632708
1758,55787,38000000,15.745,2011-04-15,117094902,122,6.95,2327,tt1067583
1759,64690,15000000,53.051,2011-09-15,78054825,100,7.568,11206,tt0780504
1760,59968,5000000,16.348,2011-08-26,24816118,90,6.143,831,tt1637706
1761,315162,90000000,2712.044,2022-12-07,463087575,103,8.351,4718,tt3915174
1762,50348,40000000,21.56,2011-03-17,85412898,119,7.174,2774,tt1189340
1763,83899,1000000,22.975,2011-09-10,14347000,94,6.612,2186,tt1853739
1764,55465,19000000,14.983,2011-11-04,36192775,108,6.019,818,tt1268799
1765,39538,60000000,35.602,2011-09-08,137551594,106,6.634,5455,tt1598778
1766,49444,150000000,85.389,2011-05-25,665692281,91,6.943,6083,tt1302011
1767,57212,66000000,25.429,2011-12-25,177584879,146,7.3,3036,tt1568911
1768,44943,70000000,63.43,2011-03-08,211819354,116,5.727,3082,tt1217613
1769,58224,55000000,26.081,2011-06-17,187361754,94,5.929,2620,tt1396218
1770,50357,5000000,16.779,2011-07-20,25562924,86,5.281,869,tt1772240
1771,65754,90000000,26.543,2011-12-14,232617430,158,7.357,6231,tt1568346
1772,38050,50200000,23.959,2011-03-03,127869379,106,6.719,4016,tt1385826
1773,22970,30000000,51.758,2012-04-12,71041255,95,6.599,6999,tt1259521
1774,56288,27000000,23.723,2011-08-18,85564310,89,4.712,858,tt1517489
1775,38117,17000000,19.537,2011-01-21,43202283,86,6.322,2579,tt1152398
1776,92182,2000000,10.242,2011-01-21,13101672,85,5.396,346,tt1767382
1777,50456,30000000,18.973,2011-04-07,63782078,111,6.577,3007,tt0993842
1778,48988,36000000,26.387,2011-02-25,83200000,105,5.651,1748,tt0480687
1779,62206,28000000,38.094,2011-08-11,40547440,83,5.733,1493,tt1622547
1780,37958,75000000,27.373,2011-11-10,226904017,110,5.94,2258,tt1253864
1781,38322,32000000,31.934,2011-02-16,83615414,107,5.524,1084,tt1464174
1782,59861,30000000,15.331,2011-06-30,75055070,98,5.945,1150,tt1583420
1783,57431,25000000,16.857,2011-12-09,34942188,81,5.571,814,tt1366344
1784,57157,12000000,21.753,2011-11-11,22939027,94,5.8,1085,tt1625346
1785,92591,5000000,8.869,2012-04-27,9206470,99,6.6,782,tt1704573
1786,49022,35000000,17.679,2011-05-05,65090821,112,6.285,929,tt0491152
1787,59860,20000000,22.246,2011-07-01,39782683,109,6.567,1921,tt1067774
1788,60420,250000,13.158,2011-10-28,3542353,90,6.397,954,tt1758692
1789,59108,75000000,27.779,2011-11-02,152930623,104,6.061,2608,tt0471042
1790,55779,47000000,54.733,2011-08-12,157887643,92,6.078,2940,tt1622979
1791,88794,35000000,14.713,2011-11-09,84606030,137,6.204,2192,tt1616195
1792,51588,8000000,13.212,2011-04-29,10130000,104,6.149,410,tt1604171
1793,50839,3500000,25.157,2011-02-11,19504039,107,6.824,1502,tt1615147
1794,84355,125000,9.069,2011-09-11,3242802,90,6.497,290,tt1742336
1795,55420,100000,24.468,2011-07-22,1938783,92,6.689,1408,tt1549572
1796,38317,80000000,27.616,2011-07-06,169852759,102,5.424,1449,tt1222817
1797,58428,750000,68.905,2011-08-18,78396,101,5.422,567,tt1594562
1798,51828,15000000,37.317,2011-03-02,59389433,107,7.406,3762,tt1563738
1799,62838,56000000,20.048,2011-12-08,142044638,118,5.886,1955,tt1598822
1800,41446,40000000,170.694,2011-04-11,97231420,111,6.4,3004,tt1262416
1801,49530,40000000,87.905,2011-10-27,173930596,109,6.952,10159,tt1637688
1802,39513,40000000,45.717,2011-02-14,97984015,104,6.7,5089,tt1092026
1803,76025,6500000,25.05,2011-10-02,3909002,102,6.947,2796,tt1723811
1804,80038,0,12.363,2012-03-09,12186625,100,6.009,435,tt1720616
1805,48572,4000000,12.506,2011-08-19,1104682,88,6.043,821,tt0873886
1806,52067,0,10.513,2011-02-11,6861102,87,5.968,365,tt1477837
1807,64720,5000000,14.971,2011-09-30,3099314,120,7.05,1494,tt1675192
1808,980078,100000,475.92,2023-01-27,3200000,84,5.4,64,tt19623240
1809,62835,40000000,55.372,2011-07-27,60965854,108,6.594,2267,tt1657507
1810,48171,37000000,25.515,2011-01-28,96047633,114,6.095,1864,tt1161864
1811,70435,23000000,23.165,2011-11-01,33372606,93,5.674,1177,tt1506999
1812,49730,42000000,29.548,2011-03-11,89162162,100,5.968,2886,tt1486185
1813,71880,79000000,26.094,2011-11-11,149673788,91,4.324,1851,tt0810913
1814,46529,50000000,53.206,2011-02-18,149878437,109,6.172,4223,tt1464540
1815,73873,8000000,14.832,2011-12-21,5634828,113,6.3,405,tt1602098
1816,62046,5000000,17.702,2011-08-19,3142154,87,6.4,664,tt1541160
1817,71676,57000000,60.633,2012-02-15,132563930,96,5.005,3382,tt1071875
1818,71859,7000000,26.229,2011-09-28,10765283,113,7.566,2450,tt1242460
1819,49494,25000000,15.695,2011-02-08,27122040,114,6.209,1145,tt1034389
1820,82532,10000000,11.18,2011-09-13,4417580,83,6.175,539,tt1588334
1821,63492,20000000,15.408,2011-09-30,30426096,106,6.497,2109,tt0770703
1822,65055,28000000,23.151,2011-09-02,10126458,91,4.923,459,tt1633356
1823,48340,30000000,39.35,2011-02-03,108609310,108,6.0,895,tt0881320
1824,59965,35000000,26.479,2011-09-22,82087155,106,5.868,2656,tt1600195
1825,49012,40000000,19.019,2011-04-08,48147945,110,5.612,658,tt1334512
1826,67911,10000000,13.955,2011-09-09,2500000,97,4.413,150,tt1411664
1827,47760,8000000,10.132,2011-09-16,2518012,91,6.5,362,tt1498569
1828,1052946,0,69.535,2021-10-29,0,96,8.696,56,tt25041020
1829,64685,40000000,14.193,2011-12-25,55247881,129,6.98,1825,tt0477302
1830,55720,10000000,12.788,2011-06-24,1759252,98,7.178,183,tt1554091
1831,49013,200000000,123.54,2011-06-11,559852396,106,6.05,6790,tt1216475
1832,71469,30000000,23.73,2011-12-22,64626786,89,5.283,1275,tt1093357
1833,1865,380000000,140.459,2011-05-14,1045713802,137,6.5,12709,tt1298650
1834,73567,10000000,18.637,2011-09-10,4633668,102,6.5,1226,tt1726669
1835,924482,2500000,204.937,2022-02-18,0,86,6.6,219,tt6805938
1836,51209,0,14.71,2011-03-10,1188194,106,6.7,531,tt1416801
1837,27582,40000000,30.28,2011-01-13,51070807,93,6.468,2790,tt0472399
1838,75622,12000000,11.793,2011-11-23,972512,108,5.492,305,tt1640548
1839,59440,25000000,67.765,2011-09-09,23308615,140,7.838,4005,tt1291584
1840,44896,135000000,77.553,2011-03-02,245724603,107,6.807,5729,tt1192628
1841,11797,9000000,18.199,1985-08-02,24922237,107,7.036,1135,tt0089175
1842,50601,20000000,12.715,2011-04-14,87793,113,5.589,168,tt1486193
1843,73499,17000000,19.81,2011-10-27,4729855,98,5.764,569,tt1646980
1844,691677,0,10.385,2011-06-05,0,30,7.1,21,tt1948218
1845,44754,14000000,11.136,2011-09-30,46495,150,6.3,245,tt0466893
1846,70868,24000000,17.663,2011-09-16,31410151,89,5.24,348,tt1742650
1847,64639,25000000,16.099,2011-09-16,10324441,110,5.847,465,tt0999913
1848,49520,52000000,41.847,2011-08-05,75450437,112,6.122,2443,tt1488555
1849,74536,15000000,10.864,2011-11-04,0,90,5.004,270,tt1535612
1850,23047,40000000,57.201,2011-01-07,91627228,95,5.422,2170,tt0479997
1851,56780,15000000,12.496,2011-04-14,4627375,97,5.4,162,tt0480239
1852,50725,19000000,16.467,2011-03-04,6928068,97,5.976,583,tt0810922
1853,74998,17000000,35.601,2011-09-02,14089528,105,5.881,880,tt1214962
1854,8967,32000000,17.614,2011-05-17,54674226,139,6.728,2738,tt0478304
1855,50780,21000000,14.059,2011-05-05,970816,91,6.387,759,tt1321860
1856,1091,15000000,49.152,1982-06-25,19629760,109,8.038,5890,tt0084787
1857,40805,120000000,20.364,2011-01-12,227817248,119,5.6,2871,tt0990407
1858,44564,70000000,15.078,2011-01-13,67112664,111,5.307,746,tt1578275
1859,72113,25000000,16.488,2011-09-16,30722632,80,7.18,2622,tt1692486
1860,39254,110000000,157.309,2011-09-28,299268508,127,6.957,7184,tt0433035
1861,61891,30000000,14.558,2011-10-21,15395087,130,6.418,652,tt1521197
1862,38319,49900000,17.067,2011-04-08,28013733,102,5.321,1166,tt1240982
1863,69668,50000000,12.781,2011-09-29,38502340,84,6.141,1233,tt1462041
1864,45610,30000000,52.639,2011-09-23,2527904,129,6.731,893,tt1586752
1865,38321,60000000,27.258,2011-05-05,78309131,87,5.751,1986,tt0822847
1866,23514,45000000,11.286,2011-10-13,24000000,120,5.868,1053,tt0376136
1867,73937,41000000,14.792,2011-10-13,8179416,100,5.967,674,tt1053810
1868,70578,36000000,20.176,2011-10-13,9612469,91,5.5,1021,tt1674784
1869,58233,45000000,34.178,2011-09-15,160078586,101,6.213,2907,tt1634122
1870,47327,50000000,32.009,2011-02-24,40909909,105,5.475,1616,tt1502404
1871,23629,82000000,52.751,2011-03-24,89792502,110,6.169,4262,tt0978764
1872,51052,10000000,21.783,2011-11-10,0,97,6.765,1255,tt1430607
1873,52451,75000000,33.849,2011-08-31,132274484,110,5.8,2398,tt1509767
1874,17578,130000000,36.587,2011-10-24,371940071,107,6.9,4858,tt0983193
1875,49849,163000000,43.556,2011-07-29,174822325,119,5.6,4568,tt0409847
1876,37430,90000000,47.463,2011-08-17,63523283,113,5.288,1669,tt0816462
1877,65759,130000000,41.104,2011-11-18,150406466,100,6.102,1383,tt1402488
1878,44826,170000000,26.255,2011-11-22,185770160,126,7.179,6541,tt0970179
1879,44912,200000000,53.079,2011-06-16,219851172,114,5.164,6582,tt1133985
1880,50321,150000000,27.441,2011-03-09,38992758,88,6.056,600,tt1305591
1881,24428,220000000,212.508,2012-04-25,1518815515,143,7.707,28339,tt0848228
1882,70160,75000000,45.152,2012-03-12,694394724,142,7.189,20051,tt1392170
1883,49026,250000000,78.235,2012-07-16,1081041287,165,7.775,20611,tt1345836
1884,50620,120000000,127.995,2012-11-13,829747654,115,6.472,8132,tt1673434
1885,72105,50000000,72.217,2012-06-29,549368315,107,6.396,11165,tt1637725
1886,73723,70000000,55.237,2012-03-01,348840316,86,6.5,2980,tt1482459
1887,49051,250000000,100.452,2012-11-26,1021103568,169,7.331,16879,tt0903624
1888,72976,65000000,18.343,2012-11-09,275293450,149,6.9,3384,tt0443272
