ID,ID,Budget,Popularity,Release Date,Revenue,Runtime,Vote Average,Vote Count,IMDB
667,31117,0,9.382,2004-08-27,9109322,88,2.8,120,tt0270846
668,14844,23000000,18.312,2004-01-09,12195626,111,6.2,550,tt0360139
669,10677,25000000,19.302,2004-02-27,27685016,86,6.408,580,tt0338096
670,11081,45000000,19.036,2004-03-19,65470529,103,6.376,1354,tt0364045
671,4599,50000000,15.612,2004-05-27,49718611,119,6.14,611,tt0350028
672,36648,65000000,35.017,2004-12-08,128905366,123,5.852,3420,tt0359013
673,13702,15000000,33.53,2004-09-12,1914166,89,5.414,243,tt0365125
674,11823,31000000,11.06,2004-09-13,41512007,98,6.169,862,tt0360201
675,14462,80000000,13.603,2004-07-30,96105964,129,6.456,1325,tt0368008
676,14846,35000000,12.268,2004-08-06,22034832,111,5.349,312,tt0361841
677,11169,19250000,12.788,2004-03-12,8112712,102,6.174,311,tt0360009
678,10740,20000000,12.661,2004-10-29,0,100,5.9,535,tt0337876
679,16784,30000000,11.128,2004-02-24,14000000,110,5.0,138,tt0361925
680,11025,30000000,17.445,2004-05-07,21289826,91,6.207,791,tt0363282
681,6478,25000000,10.273,2004-11-16,8400000,118,6.296,140,tt0363473
682,11208,30000000,16.462,2004-09-03,13001257,114,6.882,594,tt0324554
683,8080,27000000,13.044,2004-08-27,13000000,99,5.551,265,tt0324127
684,10718,40000000,26.875,2004-01-16,46546197,84,5.165,469,tt0329691
685,13969,30000000,18.351,2004-09-24,0,105,6.143,769,tt0361620
686,11774,140000000,28.899,2004-12-16,209073645,108,6.82,4560,tt0339291
687,16617,27000000,22.862,2004-05-07,21148829,106,6.5,1009,tt0297284
688,2122,40000000,19.622,2004-04-07,26155781,98,5.7,823,tt0327247
689,11866,45000000,22.109,2004-12-17,21009180,113,5.958,741,tt0377062
690,13572,50000000,12.944,2004-02-27,40954603,97,5.548,457,tt0315297
691,421,50000000,20.813,2004-12-10,34808403,119,7.132,2461,tt0362270
692,11162,0,15.794,2004-12-03,0,132,6.8,493,tt0379889
693,10710,40000000,11.354,2004-04-30,0,99,4.898,443,tt0326856
694,13505,0,12.955,2004-01-30,0,93,5.8,415,tt0314498
695,9890,90000000,20.459,2004-06-10,102000000,93,5.691,1149,tt0327162
696,10589,60000000,16.831,2004-11-12,61347797,97,6.145,650,tt0367479
697,5137,70000000,17.586,2004-09-17,57958696,107,5.837,1092,tt0346156
698,2023,100000000,26.633,2004-02-04,108103450,136,6.81,1045,tt0317648
699,15566,45000000,11.385,2004-09-21,14793624,91,5.697,460,tt0252028
700,2539,80000000,20.349,2004-12-17,55041367,130,5.994,1136,tt0371246
701,11026,80000000,21.95,2004-08-20,78000586,114,5.397,662,tt0204313
702,7131,160000000,56.689,2004-05-05,300257475,132,6.326,5199,tt0338526
703,652,175000000,63.546,2004-05-03,497409852,163,7.136,9035,tt0332452
704,12634,50000000,10.226,2004-01-30,6808550,88,4.9,213,tt0315824
705,8849,60000000,19.488,2004-10-22,35060882,103,5.8,715,tt0375173
706,2789,105000000,21.113,2004-06-11,115772733,119,6.5,3552,tt0296572
707,14623,57000000,12.492,2004-07-23,28283637,95,4.927,260,tt0167456
708,314,100000000,31.018,2004-07-22,82102379,104,4.587,2973,tt0327554
709,13700,110000000,52.933,2004-04-02,145358062,76,6.03,1769,tt0299172
710,9477,120000000,29.642,2004-07-07,203567857,126,6.261,2389,tt0349683
711,11209,12000000,13.945,1960-10-23,7900000,167,7.213,291,tt0053580
712,10204,110000000,20.644,2004-06-16,72178895,120,5.905,2192,tt0327437
713,1966,155000000,30.26,2004-11-21,167298192,175,5.909,2922,tt0346491
714,1895,113000000,38.09,2005-05-17,850000000,140,7.399,12253,tt0121766
715,9522,40000000,23.122,2005-07-13,288485135,119,6.465,3914,tt0396269
716,674,150000000,225.49,2005-11-16,895921036,157,7.816,18550,tt0330373
717,411,180000000,384.002,2005-12-07,745013115,143,7.12,9414,tt0363771
718,8488,70000000,30.517,2005-02-11,368100420,118,6.552,5172,tt0386588
719,74,132000000,63.808,2005-06-28,603873119,117,6.492,7402,tt0407304
720,69,28000000,25.735,2005-09-13,186797986,136,7.494,2511,tt0358273
721,6957,26000000,25.56,2005-08-11,177378645,116,6.367,5966,tt0405422
722,215,4000000,54.017,2005-10-28,147748505,89,6.557,4541,tt0432348
723,357940,250000,14.507,2015-09-16,0,134,6.8,130,tt4701702
724,9291,82000000,51.682,2005-05-27,190320568,113,6.598,2885,tt0398165
725,142,14000000,32.067,2005-09-10,178043761,134,7.802,6171,tt0388795
726,10022,56000000,33.382,2005-03-04,198636868,95,6.1,2736,tt0395699
727,272,150000000,57.089,2005-06-10,374218673,140,7.695,18845,tt0372784
728,118,150000000,108.082,2005-07-13,474968763,115,7.038,13440,tt0367594
729,8643,19000000,49.349,2005-09-09,145166804,122,6.541,2441,tt0404032
730,166424,120000000,48.188,2015-08-05,167977596,100,4.4,5481,tt1502712
731,9928,75000000,42.002,2005-03-10,262511490,91,6.415,4034,tt0358082
732,11637,32000000,25.25,2005-01-20,97918663,95,5.6,849,tt0368578
733,744594,100000000,38.071,2022-11-25,71476,136,5.603,397,tt6160448
734,10065,19000000,26.71,2005-04-14,108047131,90,6.109,1933,tt0384806
735,16186,0,13.175,2005-02-25,0,116,6.661,183,tt0422093
736,1690,4800000,32.631,2005-09-17,81979826,94,5.925,3160,tt0450278
737,9043,19000000,17.463,2005-12-15,92884429,103,6.3,814,tt0356680
738,4379,43000000,21.224,2005-05-13,154749918,101,6.192,1467,tt0369735
739,7214,30000000,44.236,2005-01-14,76669806,136,7.552,2436,tt0393162
740,9315,55000000,22.078,2005-09-22,223387299,98,6.436,2259,tt0408790
741,187,40000000,34.425,2005-04-01,158733820,124,7.435,7252,tt0401792
742,11638,35000000,12.902,2005-03-25,103121466,105,5.952,799,tt0372237
743,11460,26000000,46.368,2005-08-19,57891803,85,6.3,1619,tt0421239
744,10982,15000000,23.466,2005-12-16,51053787,82,6.218,1554,tt0443536
745,6519,50000000,19.464,2005-08-05,110803676,104,5.49,992,tt0377818
746,8292,45000000,33.086,2005-08-11,92374674,109,6.748,1813,tt0430105
747,11459,35000000,47.501,2005-07-29,86369815,100,6.239,2036,tt0405325
748,8968,20000000,14.482,2005-02-04,67192859,89,4.9,657,tt0357507
749,10320,50000000,32.049,2005-03-17,161451538,110,5.73,2022,tt0377109
750,533,30000000,31.85,2005-09-04,192610372,85,7.024,2307,tt0312004
751,3291,7000000,15.966,2005-09-16,54600000,92,7.087,831,tt0433383
752,9641,60000000,23.074,2005-12-21,129181830,94,6.129,1802,tt0452598
753,11283,25000000,38.213,2005-10-21,123276807,97,6.639,2691,tt0396752
754,398,7000000,13.296,2005-09-30,49327405,114,7.003,1237,tt0379725
755,11096,30000000,17.316,2005-01-27,127369981,101,6.357,1391,tt0382077
756,6439,30000000,21.167,2005-01-06,90754475,102,5.895,529,tt0376105
757,705861,0,83.827,2022-06-03,0,118,7.816,1976,tt8009428
758,17880,14000000,13.292,2005-02-18,32645546,106,6.372,195,tt0317132
759,9388,6500000,15.043,2005-09-09,24793509,92,7.192,1854,tt0427944
760,6961,15000000,17.706,2005-02-04,47175038,88,6.808,1042,tt0372532
761,752,54000000,48.442,2006-02-23,132511035,132,7.899,13070,tt0434409
762,11451,50000000,30.521,2005-06-22,144146816,100,5.693,2043,tt0400497
763,9779,25000000,13.081,2005-06-01,39053061,119,6.5,1168,tt0403508
764,8999,22000000,22.896,2005-11-11,57479076,108,6.297,885,tt0398017
765,11648,30000000,16.619,2005-07-21,58405313,98,5.888,412,tt0417001
766,3933,40000000,93.087,2005-09-12,118133252,77,7.512,7865,tt0121164
767,7553,3000000,23.94,2005-10-07,18637690,94,6.279,668,tt0348333
768,11431,30000000,16.943,2005-04-06,50500000,104,6.215,600,tt0332047
769,791,18000000,19.916,2005-10-14,46201432,100,4.5,620,tt0432291
770,9335,32000000,36.369,2005-08-03,89083229,87,6.309,3129,tt0388482
771,254,207000000,51.18,2005-12-12,562363449,187,6.858,7029,tt0360717
772,4348,28000000,54.837,2005-09-16,121616555,127,8.087,7032,tt0414387
773,7552,100000000,19.36,2005-12-21,202026112,90,6.195,2105,tt0369441
774,1696,7000000,24.121,2005-07-22,20901859,107,6.763,1213,tt0395584
775,62720,1461000,3.11,1947-07-18,2690000,83,5.818,22,tt0039288
776,1985,25000000,26.157,2005-08-31,82468097,129,6.993,1256,tt0387131
777,13499,45000000,17.275,2005-11-23,72028752,90,6.155,743,tt0443295
778,116,15000000,20.033,2005-10-26,85306374,124,7.352,3643,tt0416320
779,546,1000000,11.906,2005-12-23,13350369,103,7.057,396,tt0407265
780,227199,2400005,5.269,2013-09-24,2505528,100,6.3,34,tt2643308
781,11354,12000000,13.994,2005-01-23,28237488,118,6.202,218,tt0365885
782,15648,0,15.357,2005-06-17,0,100,6.072,713,tt0380623
783,10707,1500000,15.58,2005-10-05,11098131,81,6.959,788,tt0367089
784,11683,15000000,23.67,2005-06-18,47074133,93,6.174,1348,tt0418819
785,9913,43000000,21.008,2005-07-29,93983911,104,6.602,1822,tt0397101
786,308,10000000,13.587,2005-08-05,46720491,106,6.933,1126,tt0412019
787,10040,0,22.004,2005-04-14,101393569,115,5.739,1631,tt0385307
788,4551,53000000,15.91,2005-03-04,95226116,118,5.432,769,tt0377471
789,10008,14000000,11.863,2005-05-05,29612137,83,5.6,419,tt0429573
790,1382,0,8.542,2005-06-17,0,91,7.022,270,tt0415978
791,1444,1000000,9.974,2005-08-03,0,106,6.673,188,tt0418773
792,9270,475000,14.88,2006-03-31,3919254,110,6.826,1058,tt0393109
793,9687,169000,14.192,2005-12-02,18564702,103,6.61,489,tt0444653
794,7873,2000000,14.733,2005-09-11,5967038,116,6.43,570,tt0433387
795,7453,50000000,23.112,2005-04-28,104478416,109,6.66,3445,tt0371724
796,2313,22000000,12.336,2005-09-21,67900000,102,5.926,726,tt0387514
797,231,50000000,17.21,2005-11-23,93974620,128,6.425,1172,tt0365737
798,12920,0,13.208,2005-09-10,0,106,6.97,322,tt0418647
799,11453,22000000,21.934,2005-08-12,22400154,83,5.235,780,tt0367652
800,9515,10000000,10.618,2005-05-12,17297244,96,6.279,387,tt0365485
801,2652,950000,19.787,2005-01-14,7022209,103,6.832,2247,tt0424136
802,15624,450000,7.757,2006-06-07,973525,84,6.4,120,tt0435623
803,10475,0,8.517,2005-04-25,0,94,6.2,169,tt0417658
804,59,32000000,19.62,2005-09-23,60740827,96,7.179,2772,tt0399146
805,9813,900000,13.81,2005-09-12,381420,96,6.182,214,tt0414951
806,17113,1500000,11.299,2005-02-25,712294,111,6.155,127,tt0357110
807,13341,30000000,17.24,2005-07-22,34252847,113,5.881,226,tt0408524
808,1546,0,9.295,2005-01-23,1919197,96,6.2,193,tt0318761
809,14517,4000000,7.037,2005-01-25,973613,101,6.495,285,tt0366780
810,10070,3200000,15.142,2005-10-14,658573,95,6.176,445,tt0426459
811,9009,30000000,18.159,2005-07-08,68357079,105,5.62,879,tt0382628
812,340,7000000,9.594,2005-09-16,2697930,106,7.232,653,tt0404030
813,9763,10000000,39.408,2005-09-29,27610873,118,6.701,956,tt0380389
814,13919,6800000,8.168,2005-06-08,351401,108,6.5,166,tt0406650
815,9005,0,11.123,2005-11-23,0,88,5.982,248,tt0400525
816,179,80000000,16.301,2005-04-08,162944923,128,6.299,1264,tt0373926
817,7870,8000000,8.926,2005-05-13,852872,112,5.9,178,tt0398027
818,10066,40000000,46.61,2005-04-30,68766121,113,5.91,2621,tt0397065
819,8976,30000000,15.747,2005-04-21,42886719,107,6.774,1155,tt0391304
820,10773,0,14.699,2005-09-08,0,103,6.7,187,tt0413015
821,10060,40000000,30.059,2005-11-09,46442528,117,6.776,763,tt0430308
822,25,72000000,28.673,2005-11-04,97076152,123,6.609,2495,tt0418763
823,6963,20000000,13.37,2005-10-20,12482775,101,6.126,836,tt0384680
824,9007,58000000,21.798,2005-09-16,102854431,95,6.927,2072,tt0425123
825,544510,0,7.837,2018-11-10,0,113,7.546,431,tt7201846
826,8978,30000000,18.436,2005-01-19,35294470,109,6.143,920,tt0398712
827,8053,15000000,10.151,2005-11-17,12036149,121,7.075,504,tt0419294
828,15487,25000000,16.096,2005-09-30,15431177,120,7.2,387,tt0388980
829,5236,15000000,16.652,2005-09-05,15785148,103,7.188,2340,tt0373469
830,14199,50000000,51.733,2005-06-10,71992655,92,5.132,1293,tt0424774
831,1833,40000000,15.808,2005-11-17,31670620,135,6.844,502,tt0294870
832,9910,35000000,12.238,2005-10-07,30526509,122,6.048,534,tt0417217
833,9777,20000000,15.212,2005-09-05,7535331,101,6.3,583,tt0377107
834,16320,39000000,28.323,2005-09-23,38869464,119,7.4,3068,tt0379786
835,9787,25000000,17.17,2005-06-03,13411957,107,7.087,646,tt0355702
836,1951,14200000,12.282,2005-05-16,674918,139,6.933,276,tt0342735
837,9982,150000000,47.854,2005-11-04,314432665,81,5.888,3484,tt0371606
838,12142,20000000,17.17,2005-01-28,12693645,98,3.248,518,tt0369226
839,9042,30000000,21.724,2005-08-26,33296457,97,5.317,785,tt0402901
840,14175,35000000,21.847,2005-03-25,61746888,76,5.467,781,tt0361089
841,7233,45000000,14.755,2005-07-01,16809014,103,5.546,291,tt0376108
842,9701,35000000,20.341,2005-02-12,25224242,126,7.224,528,tt0395972
843,11400,30000000,16.321,2005-12-25,30536013,151,6.5,990,tt0402399
844,2026,52000000,24.955,2005-03-10,77944725,113,6.336,1427,tt0340163
845,9621,57000000,17.16,2005-10-14,52164016,123,6.191,960,tt0368709
846,9947,43000000,24.047,2005-01-13,56681566,97,5.014,2127,tt0357277
847,10012,35000000,40.846,2005-02-25,19294901,97,5.46,610,tt0257516
848,9912,25000000,26.338,2005-10-12,0,127,7.606,597,tt0412080
849,13498,40000000,14.625,2005-02-25,21577624,100,5.716,408,tt0331933
850,10027,45000000,24.981,2005-02-02,50871113,103,6.909,1757,tt0342258
851,1947,30000000,13.817,2005-09-09,18618284,108,6.77,528,tt0350261
852,9722,85000000,16.314,2005-06-21,131426169,102,5.0,1379,tt0374536
853,168705,25000000,13.733,2005-10-22,3650275,99,4.147,455,tt0383222
854,612,70000000,18.695,2005-12-23,130982129,164,7.138,2250,tt0408306
855,9667,29000000,17.058,2005-03-04,21733230,103,6.887,1286,tt0366627
856,561,100000000,102.763,2005-02-08,230884728,121,7.034,6179,tt0360486
857,640146,200000000,1000.95,2023-02-15,462000000,125,6.36,1050,tt10954600
858,9899,45000000,13.461,2005-12-25,38058335,134,6.2,407,tt0395251
859,1830,50000000,35.383,2005-09-16,72617068,122,7.268,4061,tt0399295
860,921,88000000,24.372,2005-06-02,108539911,144,7.53,1907,tt0352248
861,2800,70000000,17.528,2005-12-22,88933562,97,5.63,1009,tt0398375
862,1904,85000000,29.48,2005-12-06,162242962,146,7.7,2639,tt0397535
863,1656,75000000,27.9,2005-10-24,142400065,129,6.1,2569,tt0386140
864,12700,30000000,27.108,2005-05-20,251495,117,5.321,285,tt0449086
865,11968,50000000,20.433,2005-09-30,46117696,110,5.879,1314,tt0378109
866,8814,60000000,26.549,2005-10-20,58072119,105,5.1,1938,tt0419706
867,6795,65000000,38.353,2005-11-06,65079104,101,6.377,2848,tt0406375
868,9923,50000000,15.18,2005-10-14,22944502,127,6.0,1078,tt0421054
869,8066,50000000,15.268,2005-09-24,8342132,99,6.586,1099,tt0371257
870,4442,88000000,29.764,2005-08-26,105316267,118,5.785,2448,tt0355295
871,423453,0,20.512,2017-02-01,7800000,86,5.9,254,tt4466894
872,10214,84000000,39.046,2005-02-18,0,94,4.125,1582,tt0362165
873,10077,80000000,10.623,2005-05-15,11665465,101,4.814,331,tt0318081
874,1495,130000000,40.74,2005-05-03,218122627,144,6.877,3586,tt0320661
875,11679,60000000,43.8,2005-04-27,71073932,101,5.002,1620,tt0329774
876,1635,126000000,30.765,2005-07-21,162949164,136,6.657,4806,tt0399201
877,10048,135000000,17.101,2005-07-27,76932943,121,5.33,877,tt0382992
878,58,200000000,117.969,2006-07-06,1065659812,151,7.3,14339,tt0383574
879,1271,65000000,64.38,2007-03-07,456082343,117,7.168,12401,tt0416449
880,1593,110000000,41.971,2006-12-20,574480841,108,6.568,9199,tt0477347
881,920,120000000,88.151,2006-06-08,461983149,117,6.912,12417,tt0317219
882,950,80000000,107.908,2006-03-29,660998756,91,6.681,8783,tt0438097
883,496,18000000,19.526,2006-11-01,262552893,84,6.748,4722,tt0443453
884,1402,55000000,54.464,2006-12-14,307077295,117,7.902,8837,tt0454921
885,9836,100000000,64.134,2006-11-16,384335608,108,6.159,4550,tt0366548
886,591,125000000,49.115,2006-05-17,767820459,149,6.7,8359,tt0382625
887,350,35000000,69.332,2006-06-29,326551094,109,7.381,10677,tt0458352
888,9718,72500000,21.627,2006-08-04,162966177,106,6.3,1418,tt0415306
889,7518,80000000,37.99,2006-05-17,343397247,83,6.518,3935,tt0327084
890,13767,12000000,20.026,2006-11-02,84500122,91,5.5,914,tt0452681
891,214,10000000,42.699,2006-10-27,164874275,114,6.382,3801,tt0489270
892,9767,52000000,21.774,2006-06-01,205668210,106,5.84,2396,tt0452594
893,16781,6000000,13.836,2006-02-24,57231524,110,6.374,179,tt0455612
894,9339,82500000,35.55,2006-06-23,240685326,107,6.26,6254,tt0389860
895,9762,0,38.065,2006-08-11,0,104,6.876,3405,tt0462590
896,773,8000000,21.114,2006-07-26,100523181,102,7.672,6213,tt0449059
897,1246,24000000,53.48,2006-12-20,155929020,101,6.831,3007,tt0479143
898,4257,45000000,72.507,2006-04-12,178262620,83,5.488,2838,tt0362120
899,9353,35000000,49.793,2006-06-16,99255460,92,6.349,1341,tt0457510
900,388,45000000,33.273,2006-03-17,186003591,129,7.397,5060,tt0454848
901,1422,90000000,44.124,2006-10-04,291465000,151,8.164,13240,tt0407887
902,9036,40000000,22.99,2006-02-17,120455994,120,7.0,1525,tt0397313
903,6877,50000000,17.458,2006-03-10,128406887,97,5.766,1463,tt0427229
904,1125,70000000,18.219,2006-12-25,154937680,134,6.789,886,tt0443489
905,10053,15000000,20.246,2006-02-03,67062123,87,5.752,921,tt0455857
906,11565,40000000,28.768,2006-01-26,138259062,99,5.75,1401,tt0421729
907,806,25000000,29.209,2006-06-06,119188334,110,5.558,911,tt0466909
908,9286,25000000,49.329,2006-02-09,118890272,93,6.07,3327,tt0414982
909,10073,20000000,21.209,2006-02-17,48548426,83,4.205,850,tt0466342
910,9957,0,19.307,2006-04-07,0,85,5.838,748,tt0437863
911,9792,15000000,47.72,2006-03-10,69623713,107,6.411,2558,tt0454841
912,36668,210000000,2.528,2006-05-24,459359555,104,6.405,8676,tt0376994
913,10781,16000000,42.774,2006-10-05,107363905,91,6.1,1520,tt0420294
914,1491,16500000,28.266,2006-08-18,87892388,110,7.287,4345,tt0443543
915,9293,18000000,20.51,2006-07-27,68844775,87,6.151,1235,tt0455967
916,9530,50000000,51.445,2006-04-28,87528173,99,5.882,1479,tt0449089
917,9907,51000000,26.433,2006-08-04,116476887,90,5.837,925,tt0414853
918,1819,54000000,17.066,2006-07-13,130628903,108,5.583,1199,tt0463034
919,2295,5000000,14.756,2006-07-21,26888376,97,6.908,1130,tt0424345
920,1975,20000000,22.779,2006-10-12,39143839,102,5.49,885,tt0433386
921,7516,17000000,16.951,2006-12-09,57103895,109,6.484,1426,tt0475394
922,11652,0,18.07,2006-08-25,57806952,105,6.948,800,tt0445990
923,36557,150000000,57.912,2006-11-14,599045960,144,7.528,9593,tt0381061
924,9895,20000000,9.302,2006-10-09,42472472,115,5.9,374,tt0483726
925,9829,15000000,16.899,2006-04-28,76286096,111,7.12,1247,tt0475276
926,9794,12000000,15.487,2006-10-06,38368909,103,5.536,528,tt0424993
927,10069,9000000,20.97,2006-03-24,27105095,85,5.8,631,tt0441796
928,1948,12000000,31.592,2006-08-31,42931041,88,6.624,3233,tt0479884
929,9655,20000000,26.312,2006-03-17,33889159,105,6.776,2644,tt0454945
930,9788,23000000,21.708,2006-08-18,38505009,93,6.374,1365,tt0384793
931,1124,40000000,42.439,2006-10-19,109676311,130,8.202,13985,tt0482571
932,2044,40000000,21.536,2006-06-16,114830111,99,7.0,2396,tt0410297
933,834,50000000,42.892,2006-01-12,111476513,106,6.56,3581,tt0401855
934,15639,0,5.692,2006-03-24,0,89,4.0,46,tt0462395
935,10067,50000000,18.527,2006-03-09,87134280,98,4.89,503,tt0393735
936,13751,8000000,11.122,2006-04-28,18948425,112,7.014,280,tt0437800
937,1262,30000000,18.232,2006-09-09,53653224,113,7.256,1988,tt0420223
938,9526,10000000,11.811,2006-06-09,0,105,6.3,261,tt0420087
939,18925,100000,42.343,2006-09-29,10178331,111,7.5,353,tt0805526
940,1164,25000000,16.441,2006-09-08,135330182,143,7.173,3276,tt0449467
941,9766,30000000,25.713,2006-09-15,41480851,125,6.999,840,tt0421206
942,9975,50000000,22.679,2006-02-10,69834815,87,6.393,446,tt0381971
943,9656,9000000,17.247,2006-12-15,21510851,95,5.18,452,tt0454082
944,10007,8000000,18.049,2006-05-19,18707966,84,5.435,547,tt0437179
945,8998,6500000,10.667,2006-04-07,13368437,88,5.107,513,tt0436331
946,14191,12000000,32.068,2006-03-03,23006849,104,6.373,1324,tt0429591
947,512,4000000,17.302,2006-07-27,31584901,96,6.591,1445,tt0457513
948,1852,65000000,16.068,2006-08-09,163247198,129,6.138,1464,tt0469641
949,12586,0,7.132,2006-09-09,0,91,6.5,79,tt0482463
950,12763,30000000,47.399,2006-03-17,65742992,108,6.885,614,tt0446046
951,16727,12000000,10.068,2006-09-02,20354321,122,6.718,131,tt0433416
952,9782,0,11.325,2006-02-12,10639686,91,5.607,219,tt0448075
953,9954,20000000,19.477,2006-09-08,37597471,97,5.5,884,tt0475944
954,62697,0,7.189,1975-06-06,0,99,5.593,75,tt0072750
955,936,0,25.301,1963-12-18,10878107,115,6.933,855,tt0057413
956,7859,700000,9.917,2006-08-11,4911725,107,6.646,748,tt0468489
957,9988,17500000,16.967,2006-08-25,19179969,110,5.928,460,tt0486551
958,13960,20000000,14.199,2006-03-31,21170563,105,7.0,132,tt0466856
959,326,33000000,32.265,2006-08-17,62022014,105,5.393,1515,tt0417148
960,7484,85000000,31.271,2006-09-27,197309027,86,6.135,2391,tt0400717
961,1378,2000000,20.918,2006-10-04,5179037,101,6.4,420,tt0367027
962,9682,38000000,11.4,2006-08-11,29907685,90,5.01,440,tt0454919
963,13198,0,14.268,2007-10-19,0,88,6.951,462,tt0477139
964,8975,20000000,18.543,2006-10-13,22165608,92,5.973,625,tt0419946
965,9754,45000000,18.033,2006-02-08,82800000,105,5.806,808,tt0408345
966,11908,1500000,11.786,2006-04-27,208550,84,5.811,548,tt0422401
967,9297,75000000,49.297,2006-06-30,140175006,91,6.657,3460,tt0385880
968,13075,2000000,10.433,2006-09-08,622806,96,6.225,110,tt0423169
969,5172,13000000,12.241,2006-10-15,11130889,104,6.2,293,tt0469263
970,9986,85000000,27.505,2006-12-07,144000000,97,6.208,1230,tt0413895
971,10741,0,12.877,2006-09-05,0,120,6.423,325,tt0308055
972,9796,10000000,17.928,2006-12-01,0,93,5.457,719,tt0454970
973,3509,8700000,16.537,2006-07-07,7659918,100,6.803,1498,tt0405296
974,48138,30000000,45.243,2011-02-16,130786397,113,6.66,3438,tt1401152
975,186,27000000,25.936,2006-02-24,56308881,110,7.476,3593,tt0425210
976,9952,10000000,16.379,2006-09-09,7177143,120,6.9,1050,tt0462504
977,7510,12000000,9.462,2006-10-27,6754898,116,5.8,202,tt0439289
978,7985,15000000,13.397,2006-03-01,21156270,103,6.74,1271,tt0472160
979,12271,7000000,10.731,2006-12-29,0,90,6.036,207,tt0432402
980,9072,64000000,43.175,2006-08-31,101595121,98,5.878,1469,tt0430304
981,7874,15000000,21.001,2006-12-31,10907485,116,6.865,747,tt0462200
982,13689,0,19.489,2006-03-30,0,120,7.48,350,tt0438315
983,14799,12000000,10.412,2006-11-22,5542025,86,5.871,140,tt0470765
984,17379,45000000,24.016,2006-01-13,38399961,112,7.091,606,tt0408985
985,9035,15000000,32.406,2006-03-31,12834936,95,6.504,1269,tt0439815
986,10093,15000000,7.59,2006-11-10,11992014,85,6.153,581,tt0433442
987,4474,0,20.348,2006-07-20,61108981,95,5.071,1274,tt0465624
988,7304,17000000,13.273,2006-01-06,9500000,122,6.98,894,tt0404390
989,18147,26000000,12.099,2006-12-08,21949234,90,6.009,268,tt0488658
990,7511,20000000,12.217,2006-09-10,0,115,6.0,328,tt0434139
991,13275,26000000,24.174,2006-01-27,17496992,108,6.6,394,tt0417433
992,13668,25000000,16.317,2006-10-20,16162580,111,5.9,505,tt0395495
993,9310,17000000,13.1,2006-03-04,7314027,107,4.998,257,tt0465142
994,1590,11000000,12.503,2006-09-10,6191746,104,6.424,145,tt0424908
995,10025,28000000,19.675,2006-05-12,38159905,103,6.11,1699,tt0397078
996,7551,75000000,29.565,2006-11-22,180557550,126,6.83,4154,tt0453467
997,14202,19400000,14.923,2006-01-01,26910847,125,7.2,1010,tt0446755
998,9920,30000000,15.732,2006-03-03,31070211,87,5.17,1379,tt0370032
999,2179,22000000,24.129,2006-11-22,13405595,93,6.706,1357,tt0365830
1000,9950,13000000,15.507,2006-03-16,2636637,125,6.5,413,tt0419749
1001,9672,13000000,14.024,2006-09-11,2689799,110,6.541,169,tt0420609
1002,14171,12000000,13.065,2006-12-15,499620,106,5.5,143,tt0763840
1003,1249,0,14.139,2006-08-31,16803753,126,6.1,334,tt0427969
1004,4643,10000000,20.883,2006-09-28,94973540,139,7.126,1300,tt0406816
1005,2207,55000000,21.454,2006-03-01,65664721,102,6.422,1709,tt0450232
1006,37725,15500000,17.876,2006-07-15,7385434,95,6.484,928,tt0482527
1007,956,150000000,49.35,2006-04-25,398479497,126,6.709,5781,tt0317919
1008,9708,40000000,21.855,2006-08-31,38805380,102,4.3,1140,tt0450345
1009,18615,16800000,10.54,2006-08-30,2312717,122,6.1,247,tt0422295
1010,4723,17000000,15.785,2007-11-14,374743,145,5.1,458,tt0405336
1011,9842,20000000,11.447,2006-09-29,17807569,100,5.4,299,tt0462519
1012,13249,18000000,15.388,2006-09-13,1220058,115,6.4,484,tt0479537
1013,1252,18000000,17.032,2006-04-30,2520000,108,6.1,306,tt0441774
1014,9903,25000000,14.627,2006-10-14,11772461,116,6.26,177,tt0462338
1015,9053,21000000,22.295,2006-09-07,7563172,87,5.207,690,tt0398913
1016,1440,26000000,26.358,2006-10-06,14821658,137,7.1,824,tt0404203
1017,11170,65000000,14.439,2006-12-12,43545364,124,6.876,586,tt0758794
1018,1581,85000000,26.612,2006-12-08,194168700,136,7.071,4416,tt0457939
1019,9906,50000000,31.758,2006-07-28,55181129,88,5.708,1214,tt0429589
1020,9615,85000000,25.289,2006-06-03,158468292,104,6.422,5838,tt0463985
1021,14113,75600000,33.315,2006-08-11,12506188,83,5.4,538,tt0383060
1022,5820,60000000,17.46,2006-04-19,78810595,108,6.0,662,tt0443632
1023,1887,40000000,24.945,2006-05-24,60917189,123,6.667,2365,tt0422720
1024,1381,35000000,20.639,2006-11-22,15304890,96,6.9,2400,tt0414993
1025,2486,100000000,26.143,2006-12-14,249288105,104,5.065,2949,tt0449010
1026,9959,37665000,12.969,2006-02-17,14655628,113,5.2,284,tt0349467
1027,13967,30000000,12.907,2006-12-03,35078241,92,6.6,431,tt0482546
1028,9676,50000000,23.401,2006-09-15,49111202,121,5.6,943,tt0387877
1029,9726,35000000,18.833,2006-09-09,42064105,117,6.7,1306,tt0401445
1030,9697,70000000,16.101,2006-07-20,72785169,110,5.6,1199,tt0452637
1031,722149,0,562.805,2023-02-24,0,129,6.878,291,tt3155298
1032,182,32000000,15.779,2006-12-08,5914908,108,5.759,266,tt0452624
